"method","cv_scheme","network","prob","SE","df","asymp.LCL","asymp.UCL"
"pr","classic","string",0.184829975957885,0.00180603069338572,NA,0.181316398842543,0.18839597157297
"randomraw","classic","string",0.113270377978088,0.00149190625396075,NA,0.110379052322387,0.116227545604442
"random","classic","string",0.086866563492048,0.00133074273333074,NA,0.0842935408759424,0.0895104491393254
"EGAD","classic","string",0.445586238214263,0.0021618998428903,NA,0.441353047051806,0.449827338336765
"ppr","classic","string",0.587653410713684,0.00201461013697803,NA,0.583699287158876,0.591596255153455
"raw","classic","string",0.640362683370118,0.00190701972625007,NA,0.636616541701912,0.644091796372047
"gm","classic","string",0.281833840650039,0.00205181804216279,NA,0.277829838937725,0.285872704399648
"mc","classic","string",0.576282784721757,0.00203408028636078,NA,0.572291177887993,0.580264461343495
"z","classic","string",0.615899040776179,0.00196050981796577,NA,0.61204934961872,0.619734265163347
"knn","classic","string",0.593437238170039,0.00200419825702075,NA,0.589503183910739,0.59735934135476
"wsld","classic","string",0.590698333738078,0.00200917147506151,NA,0.586754691429055,0.594630341968831
"COSNet","classic","string",0.333646428732946,0.00212280471725425,NA,0.329498841018744,0.337819920400194
"bagsvm","classic","string",0.628908142818299,0.00193283466416909,NA,0.625111996603455,0.632688436081727
"rf","classic","string",0.62614034609973,0.00193886891818498,NA,0.622332519114461,0.629932610578322
"svm","classic","string",0.566721637714499,0.00204942726122861,NA,0.562700534864083,0.570733972530507
"pr","block","string",0.0899556614944152,0.00100236679438502,NA,0.0880102953027289,0.0919396928320161
"randomraw","block","string",0.0527510385373479,0.000753926434402557,NA,0.0512927634182271,0.0542484023341405
"random","block","string",0.0398210158290608,0.000649729006469243,NA,0.0385669073775767,0.0411141611213534
"EGAD","block","string",0.259467795006307,0.00171564758201461,NA,0.256119367921148,0.262844530385053
"ppr","block","string",0.383210592216661,0.00198172085019858,NA,0.379334017870012,0.387102074661113
"raw","block","string",0.437016977461199,0.00204277285149843,NA,0.43301740382625,0.441024757965352
"gm","block","string",0.146090446929387,0.00129586664487502,NA,0.143568851556928,0.148648643722321
"mc","block","string",0.372224869939239,0.00196529750135131,NA,0.368381140571318,0.376084824948746
"z","block","string",0.411434486088386,0.00201773574696125,NA,0.407485596043835,0.415394815592364
"knn","block","string",0.388879906559736,0.00198966693562321,NA,0.384987415884845,0.392786617884004
"wsld","block","string",0.386188314570531,0.0019859392251857,NA,0.382303292896668,0.390087883888251
"COSNet","block","string",0.179173867789848,0.0014387463078129,NA,0.176371302491422,0.182011125008408
"bagsvm","block","string",0.42490234795397,0.00203181317753428,NA,0.420925022969922,0.428889419933922
"rf","block","string",0.422011356492367,0.00202895967743964,NA,0.418039806313604,0.425993018795354
"svm","block","string",0.363147678993108,0.00195070085338502,NA,0.359333092562481,0.366979564388961
"pr","representative","string",0.117704941419545,0.00126111442656151,NA,0.115255604655047,0.120199258267746
"randomraw","representative","string",0.0699051265655619,0.000975349755461697,NA,0.0680174823825903,0.0718411191144376
"random","representative","string",0.0530056801808498,0.000849026135042777,NA,0.0513660661527401,0.0546946134436137
"EGAD","representative","string",0.321059801668804,0.0019259945111491,NA,0.317296677009672,0.324846320581326
"ppr","representative","string",0.456085424942726,0.00206505111964146,NA,0.452040986643212,0.460135662875624
"raw","representative","string",0.511636263060083,0.00206408478090078,NA,0.507590057307831,0.5156809445101
"gm","representative","string",0.187586638935234,0.00156681936743241,NA,0.184535043425314,0.190676898064
