"method","cv_scheme","prob","SE","df","asymp.LCL","asymp.UCL"
"pr","classic",0.0937606430772473,0.00127458916542416,Inf,0.0912921547697591,0.096288805296326
"randomraw","classic",0.0453874119584087,0.00090873731597818,Inf,0.0436392358244209,0.0472021630867601
"random","classic",0.0369510316367003,0.00082316218781929,Inf,0.03537110230936,0.0385987082036344
"EGAD","classic",0.272640891221844,0.00192982436486672,Inf,0.268874950103893,0.276439635528841
"ppr","classic",0.410699162444729,0.00208373653228224,Inf,0.406621355512987,0.414789277357606
"raw","classic",0.461871178494476,0.00208532662058814,Inf,0.457786666458723,0.465960815616932
"gm","classic",0.220316021874285,0.00180501831859115,Inf,0.216798635920628,0.223874162369314
"mc","classic",0.364368961165352,0.0020575431441224,Inf,0.360345853393598,0.368411115524501
"z","classic",0.441581187505249,0.00208804471313607,Inf,0.437492752853747,0.445677557548259
"knn","classic",0.422172017265815,0.002086540359268,Inf,0.418087897658052,0.426266807942237
"wsld","classic",0.41751043509318,0.00208557399099561,Inf,0.41342854079374,0.421603663864702
"COSNet","classic",0.244360644728916,0.00186761845043091,Inf,0.24071875540693,0.248039633467472
"bagsvm","classic",0.455182509988641,0.00208670325495767,Inf,0.451095760021541,0.459275305550577
"rf","classic",0.494081347356347,0.00207214893887131,Inf,0.49002048990758,0.498142985880068
"svm","classic",0.433579205293631,0.00208791438207604,Inf,0.429491586932285,0.437675881573664
"pr","block",0.0381945953709873,0.000565165588871304,Inf,0.0371021856920179,0.0393178558111131
"randomraw","block",0.0179221951013071,0.00037437063472788,Inf,0.0172029999164873,0.0186708860317295
"random","block",0.0145132945566602,0.000334737101579882,Inf,0.0138716241481397,0.0151841901670638
"EGAD","block",0.125777037804317,0.00111753924945388,Inf,0.123602979501365,0.127983751432982
"ppr","block",0.211045370496297,0.0014918603117527,Inf,0.208136214771002,0.213984200021062
"raw","block",0.247801578852755,0.00162077256545213,Inf,0.244638594362557,0.250991869664999
"gm","block",0.0978464301463398,0.000966625198466847,Inf,0.0959681634221401,0.0997574013984742
"mc","block",0.180345104344041,0.00137010475698873,Inf,0.17767532505276,0.183046070409032
"z","block",0.232846549742188,0.00157044563719305,Inf,0.229782712762871,0.235938724672298
"knn","block",0.219013719468631,0.00152131664401363,Inf,0.21604660236088,0.222010046083258
"wsld","block",0.21575777270884,0.00150938396111109,Inf,0.212814138118811,0.218730809927843
"COSNet","block",0.110417965139993,0.00103666388395634,Inf,0.108402455303047,0.112466222052777
"bagsvm","block",0.242814177578977,0.00160430553159134,Inf,0.239683642514661,0.245972373019325
"rf","block",0.27264668957258,0.00169819641568379,Inf,0.269331015717424,0.275987764004896
"svm","block",0.227088874096999,0.00155030205213348,Inf,0.224064701285178,0.230141757533912
"pr","representative",0.0519113007013195,0.000750132523616679,Inf,0.0504605944853792,0.0534013681326753
"randomraw","representative",0.0245443245504045,0.00050668594953781,Inf,0.0235705815476164,0.0255572417125915
"random","representative",0.0199013829449386,0.000454598415064675,Inf,0.0190296556313291,0.0208121959025403
"EGAD","representative",0.165533627862228,0.00137838672841311,Inf,0.162849682070943,0.168252917729024
"ppr","representative",0.269447189144675,0.0017300185320636,Inf,0.266069911170671,0.272851398473935
"raw","representative",0.312347937186486,0.00183353296991675,Inf,0.308765609463972,0.315952829818417
"gm","representative",0.130088218547972,0.00121870248881498,Inf,0.127718198285324,0.13249553811959
"mc","representative",0.23275771732872,0.00162325598843773,Inf,0.229591353052131,0.23595437553621
"z","representative",0.295025336185144,0.00179439852075898,Inf,0.291520610761056,0.298554440607885
"knn","representative",0.278841255903936,0.00175459401090628,Inf,0.275415355665045,0.28229316856042
"wsld","representative",0.275009080774279,0.00174470082838044,Inf,0.271602757870587,0.278441793634581
"COSNet","representative",0.146131248929102,0.00129398619136732,Inf,0.143613280020093,0.148685700458351
"bagsvm","representative",0.306590941258885,0.00182091950903276,Inf,0.303033638298236,0.310171419224532
"rf","representative",0.340733098219805,0.00189012687984272,Inf,0.337038305979851,0.344447350392793
"svm","representative",0.28830796653217,0.00177826229584049,Inf,0.284835207442803,0.291805790079473
