"method","cv_scheme","network","rate","SE","df","asymp.LCL","asymp.UCL"
"knn","block","omnipath",7.82411248302646,0.0537169429946713,NA,7.71953440219749,7.93010730409131
"wsld","block","omnipath",7.75942528419617,0.0534325368091137,NA,7.65540298906237,7.86486104350688
"COSNet","block","omnipath",4.46329141721152,0.0380563326616201,NA,4.38932217202233,4.53850719865834
"bagsvm","block","omnipath",8.15628829726215,0.0551700568403189,NA,8.04887058688027,8.26513957082276
"rf","block","omnipath",9.13286138371969,0.0593780791291971,NA,9.0172208483205,9.24998494073411
"svm","block","omnipath",8.04664897721074,0.0546917638546464,NA,7.94016592453198,8.15456004041416
"pr","representative","omnipath",1.23747816908428,0.0174068444916897,NA,1.20382738173082,1.2720696025027
"randomraw","representative","omnipath",0.714319267071418,0.0130083347338338,NA,0.689273040126419,0.740275602852336
"random","representative","omnipath",0.566098019151168,0.0115251133913484,NA,0.543953953469274,0.58914355754375
"EGAD","representative","omnipath",4.26032804657104,0.0352003189048925,NA,4.19189230585002,4.32988105134998
"ppr","representative","omnipath",6.16412216182649,0.0443991086861148,NA,6.07771287510465,6.25175996410758
"raw","representative","omnipath",7.02538329901899,0.0483607127518987,NA,6.93123459094227,7.12081085274958
"gm","representative","omnipath",3.64054946757383,0.032007542072444,NA,3.57835325673954,3.70382672557273
"mc","representative","omnipath",5.39121805337761,0.0407518982917224,NA,5.31193455310129,5.4716849028374
"z","representative","omnipath",6.7530624053014,0.047118218233003,NA,6.66134098198655,6.84604676043699
"knn","representative","omnipath",6.65724233943918,0.0466789107588067,NA,6.56637914181705,6.74936286937548
"wsld","representative","omnipath",6.60220244068939,0.0464260493530006,NA,6.51183323322383,6.69382576406447
"COSNet","representative","omnipath",3.79764639892071,0.0328293642215153,NA,3.73384406235274,3.86253896263356
"bagsvm","representative","omnipath",6.93987821660286,0.0479715194089971,NA,6.84648981437539,7.0345404677525
"rf","representative","omnipath",7.77080743864891,0.0517207040653064,NA,7.67009504965826,7.87284223436731
"svm","representative","omnipath",6.84659025262011,0.047545935111428,NA,6.7540332535573,6.94041564906177
