"method","network","prob","SE","df","asymp.LCL","asymp.UCL"
"pr","string",0.125923413623953,0.00129153591655691,NA,0.123413751442643,0.128476630759657
"randomraw","string",0.0750700605145449,0.00101835509273183,NA,0.0730983412842146,0.0770905406065277
"random","string",0.056998518226851,0.00089311962400674,NA,0.0552730819271705,0.0587744657984918
"EGAD","string",0.338037020370015,0.00185594098436204,NA,0.334409074698899,0.341684119895283
"ppr","string",0.47520519347731,0.00193553051886753,NA,0.471413126748386,0.479000121744479
"raw","string",0.530812129766796,0.00191699820836867,NA,0.527053206313023,0.534567560311212
"gm","string",0.19958070289677,0.00156620559725981,NA,0.196528708881179,0.202668137686062
"mc","string",0.463564312601417,0.00193579592815851,NA,0.459772403831738,0.467360439578376
"z","string",0.504660833349516,0.00192925653352775,NA,0.500879365529383,0.508441768017846
"knn","string",0.481173753776386,0.001934906592863,NA,0.477382563681811,0.484967112920072
"wsld","string",0.478343370611419,0.00193524361001424,NA,0.474551684037353,0.482137554350023
"COSNet","string",0.241353670245097,0.00167986087489879,NA,0.238076533279624,0.244661431911041
"bagsvm","string",0.518492020471077,0.0019235549389255,NA,0.514720940661918,0.522260994768361
"rf","string",0.515535078604813,0.001924921457435,NA,0.5117614880891,0.519306898487298
"svm","string",0.453870082786996,0.001935052828753,NA,0.450080197862384,0.457665321365009
"pr","omnipath",0.0822901795057589,0.000897499260597875,NA,0.0805481417060069,0.0840664481421974
"randomraw","omnipath",0.0480883841250382,0.00067757580323017,NA,0.0467776365776186,0.0494339551690654
"random","omnipath",0.0362574980188872,0.00058497720918182,NA,0.0351282479196035,0.0374216416356278
"EGAD","omnipath",0.241185760684339,0.00153774151754897,NA,0.238184701589794,0.244212510846243
"ppr","omnipath",0.360453584280674,0.00179952255614245,NA,0.356934167570946,0.363988060924513
"raw","omnipath",0.413205295015563,0.00187009918133418,NA,0.409544840417458,0.416875367526394
"gm","omnipath",0.134347667369671,0.00115746807914622,NA,0.132095209075043,0.136632487525421
"mc","omnipath",0.349750313714962,0.00178196128755856,NA,0.346265842297226,0.353250902097561
"z","omnipath",0.388055911870345,0.00183973187439754,NA,0.384456291450803,0.391667790157453
"knn","omnipath",0.365985998221805,0.00180816552589686,NA,0.362449366399885,0.369537136934423
"wsld","omnipath",0.363358648494677,0.00180409771417973,NA,0.359830120414915,0.366901946662233
"COSNet","omnipath",0.165286572977478,0.00128508280165834,NA,0.162783223235147,0.167820703431171
"bagsvm","omnipath",0.401280259274296,0.00185643840571912,NA,0.397647207961312,0.404924189970353
"rf","omnipath",0.398438638614434,0.00185298708887536,NA,0.39481250026264,0.402075954410344
"svm","omnipath",0.340923555068497,0.00176663844042183,NA,0.337469542764589,0.344394542772888
