"method","cv_scheme","network","rate","SE","df","asymp.LCL","asymp.UCL"
"pr","classic","string",1.01228445115999,0.0276218095547804,Inf,0.959568897565101,1.06789602357944
"randomraw","classic","string",0.297934023670743,0.0148899484124522,Inf,0.270134042337063,0.328594951205304
"random","classic","string",0.37458866857308,0.0167083810480521,Inf,0.34323148853731,0.408810599579065
"EGAD","classic","string",5.33401148340649,0.0657801402236732,Inf,5.2066304228552,5.46450894233242
"ppr","classic","string",7.64508266473519,0.0802288070818393,Inf,7.48944319098366,7.80395651054508
"raw","classic","string",10.0898785445854,0.0939303740594377,Inf,9.90744777351382,10.2756685043194
"gm","classic","string",8.48208052921296,0.0850630805760025,Inf,8.31698777053044,8.65045039010139
"mc","classic","string",4.00872794044296,0.0564032001313788,Inf,3.89969007215443,4.12081457837751
"z","classic","string",9.62835552942443,0.0914345490390499,Inf,9.45080457169634,9.80924211242664
"knn","classic","string",8.79109181067612,0.0868069371694427,Inf,8.62258915844814,8.962887342025
"wsld","classic","string",8.67349560462413,0.0861457295356857,Inf,8.50628585115518,8.84399223348669
"COSNet","classic","string",7.20243530284831,0.0775989651618724,Inf,7.05193870881578,7.35614366966428
"bagsvm","classic","string",10.0827890973479,0.0938923094317748,Inf,9.900432748658,10.2685042727428
"rf","classic","string",11.7757490976619,0.102766637446996,Inf,11.5760429999865,11.9789004594443
"svm","classic","string",9.56463912237729,0.0910870538866505,Inf,9.38776759691283,9.74484302012272
"pr","block","string",0.378488254371884,0.0104719973394913,Inf,0.358510101955186,0.399579699194592
"randomraw","block","string",0.111396088725766,0.00559058660382489,Inf,0.100960400388182,0.122910453362773
"random","block","string",0.140056889259979,0.00627999857659696,Inf,0.128273671316083,0.152922513466117
"EGAD","block","string",1.99436106406719,0.0262347782304828,Inf,1.94359903644863,2.04644887102584
"ppr","block","string",2.85845938756502,0.0327271201479106,Inf,2.79502975455843,2.92332847513797
"raw","block","string",3.77255672828753,0.0391367485901587,Inf,3.69662468187989,3.85004848826304
"gm","block","string",3.17140883598949,0.0349616727122997,Inf,3.10362019761234,3.24067809995883
"mc","block","string",1.49884396494623,0.0221770474186033,Inf,1.4560019585213,1.542946572364
"z","block","string",3.59999550781184,0.0379519117707726,Inf,3.52637434015273,3.67515368652101
"knn","block","string",3.28694665776299,0.0357750744925171,Inf,3.21757139509862,3.35781774646469
"wsld","block","string",3.24297800577158,0.0354662099819935,Inf,3.17420520926121,3.31324084379724
"COSNet","block","string",2.69295568244449,0.0315243543103977,Inf,2.63187250264537,2.75545654294455
"bagsvm","block","string",3.76990601829556,0.0391186225720471,Inf,3.69400932377942,3.84736207764638
"rf","block","string",4.40289556437227,0.0433896305587171,Inf,4.31866948481934,4.48876428698964
"svm","block","string",3.57617225175917,0.0377875389997952,Inf,3.50287168034522,3.65100670002043
"pr","representative","string",0.37120453050779,0.0102748764223172,Inf,0.351602665163641,0.391899200779318
"randomraw","representative","string",0.109252354170079,0.00548371476984012,Inf,0.0990162230788938,0.120546679327427
"random","representative","string",0.137361598997071,0.00616015061223776,Inf,0.125803334603036,0.149981786560503
"EGAD","representative","string",1.95598107444222,0.0257786924443091,Inf,1.90610274724105,2.00716460280738
"ppr","representative","string",2.80345047086745,0.0321776198438873,Inf,2.74108758875025,2.86723217997944
"raw","representative","string",3.69995669076173,0.0385005342854787,Inf,3.62526131569507,3.7761910994512
"gm","representative","string",3.11037744081495,0.0343813900102174,Inf,3.04371587304938,3.17849898868454
"mc","representative","string",1.46999983192511,0.0217828678555878,Inf,1.42792021857713,1.51331949624827
"z","representative","string",3.53071628213443,0.03733137502289,Inf,3.45830106490097,3.60464784036555
"knn","representative","string",3.22369182347261,0.035183739873826,Inf,3.1554652882137,3.29339353265621
"wsld","representative","string",3.18056931536038,0.0348790626977954,Inf,3.11293704096006,3.24967098168234
"COSNet","representative","string",2.64113176098167,0.0309916934039967,Inf,2.58108233438709,2.70257825019076
"bagsvm","representative","string",3.69735699170445,0.0384826470070155,Inf,3.62269650070784,3.77355616774265
"rf","representative","string",4.31816512657691,0.0426982801847681,Inf,4.23528375987259,4.40266842024912
"svm","representative","string",3.5073514868573,0.0371691889531717,Inf,3.43525258092198,3.5809636009526
"pr","classic","omnipath",0.708646661278259,0.0194044544604166,Inf,0.671617176214661,0.747717759946505
"randomraw","classic","omnipath",0.208567810079008,0.0104345861161547,Inf,0.189087107591714,0.230055512272585
"random","classic","omnipath",0.262229661863124,0.0117120368223952,Inf,0.240250534228684,0.286219532379454
"EGAD","classic","omnipath",3.73405856881871,0.046835397864185,Inf,3.64338200948316,3.82699188805249
"ppr","classic","omnipath",5.3519169432591,0.0574839438046061,Inf,5.24042811068066,5.46577767361521
"raw","classic","omnipath",7.06338888751097,0.0677134604979854,Inf,6.93191198934132,7.19735949517648
"gm","classic","omnipath",5.93785476091453,0.061079006722647,Inf,5.81934079744734,6.05878232413908
"mc","classic","omnipath",2.80629784218507,0.0400037876030331,Inf,2.72897703335745,2.8858094013945
"z","classic","omnipath",6.74030109986182,0.0658409559635725,Inf,6.61248267055369,6.87059024277099
"knn","classic","omnipath",6.15417717173024,0.0623796917616616,Inf,6.03312167834291,6.2776616617897
"wsld","classic","omnipath",6.0718543041783,0.0618862810985926,Inf,5.95176292326522,6.19436882256436
"COSNet","classic","omnipath",5.04204299946266,0.0555349187603126,Inf,4.93436302563019,5.15207281596061
"bagsvm","classic","omnipath",7.05842594146409,0.0676848726468268,Inf,6.92700489674816,7.19234034243597
"rf","classic","omnipath",8.24357745744895,0.0743740195321285,Inf,8.09908831662653,8.39064430961361
"svm","classic","omnipath",6.69569662226576,0.0655805614849941,Inf,6.56838695844597,6.8254738250117
"pr","block","omnipath",0.26495955507992,0.00735592522025195,Inf,0.250927436218109,0.279776364379412
"randomraw","block","omnipath",0.077982494213471,0.00391774020353045,Inf,0.0706697981722151,0.0860518858273036
"random","block","omnipath",0.098046400741778,0.00440201644260947,Inf,0.0897873230878262,0.107065188801922
"EGAD","block","omnipath",1.39614641696319,0.0186414427569794,Inf,1.36008379041004,1.43316524418801
"ppr","block","omnipath",2.00105582880014,0.0233637307696036,Inf,1.95578373584787,2.04737587115638
"raw","block","omnipath",2.64096690107242,0.0280563023389057,Inf,2.58654609115774,2.69653272230621
"gm","block","omnipath",2.2201351414585,0.0249966371812939,Inf,2.17167924591147,2.26967221592166
"mc","block","omnipath",1.04926117389147,0.0157095833866997,Inf,1.018918333824,1.08050760741957
"z","block","omnipath",2.52016594180047,0.0271869331685642,Inf,2.46743990561541,2.57401866596909
"knn","block","omnipath",2.30101704333631,0.0255918777370456,Inf,2.25140063575796,2.35172689819449
"wsld","block","omnipath",2.27023692180138,0.0253658021141353,Inf,2.2210612786852,2.3205013434664
"COSNet","block","omnipath",1.88519546175761,0.0224862994110998,Inf,1.84163429791761,1.92978700117067
"bagsvm","block","omnipath",2.63911127957821,0.0280429964065852,Inf,2.58471640814831,2.69465088086264
"rf","block","omnipath",3.08223369239141,0.0311830702743825,Inf,3.02171796455926,3.14396136434211
"svm","block","omnipath",2.50348854362138,0.0270663898278534,Inf,2.45099750343031,2.55710374215879
"pr","representative","omnipath",0.259860606269586,0.00721743904518193,Inf,0.24609282091761,0.274398637225603
"randomraw","representative","omnipath",0.0764817793365277,0.00384284611435202,Inf,0.0693089227756365,0.0843969627030118
"random","representative","omnipath",0.0961595709640442,0.00431800619840818,Inf,0.0880581708183854,0.105006304378724
"EGAD","representative","omnipath",1.36927862157578,0.0183163480145674,Inf,1.33384575349071,1.40565274402811
"ppr","representative","omnipath",1.96254700342641,0.0229692451596507,Inf,1.91804052906724,2.00808621209431
"raw","representative","omnipath",2.59014346489064,0.0275963289731126,Inf,2.53661647884388,2.64479996273359
"gm","representative","omnipath",2.1774102982842,0.0245790212294425,Inf,2.12976530490639,2.22612115811628
"mc","representative","omnipath",1.02906892601148,0.0154298187258424,Inf,0.999267084442499,1.05975956875758
"z","representative","omnipath",2.47166722988607,0.0267388748230997,Inf,2.41981169240373,2.52463400952664
"knn","representative","omnipath",2.25673568834936,0.0251659255452424,Inf,2.20794650289597,2.30660297266704
"wsld","representative","omnipath",2.22654790727196,0.0249430103051618,Inf,2.17819329918363,2.27597595917459
"COSNet","representative","omnipath",1.8489162826426,0.0221044118325556,Inf,1.80609607286726,1.89275170439517
"bagsvm","representative","omnipath",2.58832355344662,0.0275832047277574,Inf,2.534822150212,2.6429541878377
"rf","representative","omnipath",3.02291840627443,0.0306809393626731,Inf,2.96337902831141,3.08365403267356
"svm","representative","omnipath",2.45531077578306,0.0266199907923843,Inf,2.4036869859559,2.50804328554409
