"method","cv_scheme","prob","SE","df","asymp.LCL","asymp.UCL"
"pr","classic",0.0726252309038059,0.000592172660817049,Inf,0.0714731075165334,0.0737944501538157
"randomraw","classic",0.0410081558414814,0.00044081421378966,Inf,0.0401528351289529,0.0418809012976289
"random","classic",0.0482506533022671,0.000479374746191607,Inf,0.0473197326811175,0.0491989421321161
"EGAD","classic",0.117621149933857,0.000758559667478331,Inf,0.11614252492357,0.119116062548149
"ppr","classic",0.123925527852545,0.000778888223289192,Inf,0.122406990105315,0.125460210907878
"raw","classic",0.12977896673373,0.000797227602505828,Inf,0.12822441687844,0.131349523796383
"gm","classic",0.0568070252909747,0.000521550472615947,Inf,0.0557934064568505,0.0578379308941392
"mc","classic",0.143666136143031,0.000838814244470762,Inf,0.142029906224859,0.145318023266996
"z","classic",0.140134464565893,0.00082848461659252,Inf,0.138518525512418,0.141766152761397
"knn","classic",0.0966589552915659,0.000686193526166909,Inf,0.0953223707817562,0.0980122506143447
"wsld","classic",0.0933006979238276,0.000673839936293472,Inf,0.0919883551119091,0.0946298119609417
"COSNet","classic",0.0723989718863251,0.000591218563646825,Inf,0.0712487199420941,0.0735663227833569
"bagsvm","classic",0.128115050158666,0.000792065281546612,Inf,0.126570637774023,0.129675509586572
"rf","classic",0.0816115259845228,0.000628943430103791,Inf,0.0803872713975622,0.0828527455033913
"svm","classic",0.0730844690382542,0.000594104707477742,Inf,0.0719285559554626,0.0742574716803873
"pr","block",0.0719219666299195,0.000587246776796703,Inf,0.0707794459424063,0.0730814793956156
"randomraw","block",0.0405976516911262,0.00043676494773692,Inf,0.0397501988700508,0.0414623916288734
"random","block",0.0477712610415056,0.000475069518228992,Inf,0.0468487138339329,0.0487110466732536
"EGAD","block",0.116536922577882,0.000753109983031747,Inf,0.115068949699226,0.118021125244249
"ppr","block",0.122791274017033,0.000773410400375306,Inf,0.121283446629114,0.124315195085578
"raw","block",0.128599002344069,0.000791731716748218,Inf,0.127055201078217,0.130158764874082
"gm","block",0.0562476456807842,0.000516990152949832,Inf,0.0552429047580274,0.0572695527881857
"mc","block",0.142380566640718,0.000833304224711626,Inf,0.140755119602747,0.144021638178121
"z","block",0.13887537245044,0.000822974537181874,Inf,0.137270214734969,0.140496243269378
"knn","block",0.0957469893987051,0.000680909815012438,Inf,0.0944207212657738,0.0970898894829016
"wsld","block",0.0924171752546068,0.000668594372815274,Inf,0.0911150723476076,0.0937359670907307
"COSNet","block",0.0716977291952172,0.000586297083653401,Inf,0.0705570712011806,0.0728553821192655
"bagsvm","block",0.126948007328539,0.000786573766095297,Inf,0.125414334166868,0.128497679980614
"rf","block",0.0808288276140259,0.000623859403196031,Inf,0.0796144903387864,0.0820600354463613
"svm","block",0.0723771048137501,0.000589169951312144,Inf,0.0712308120588828,0.0735403838267559
"pr","representative",0.0697112469387256,0.000571704992016102,Inf,0.0685990223941694,0.0708401328995749
"randomraw","representative",0.0393089897724267,0.000424026781117986,Inf,0.0384862867659303,0.0401485449734909
"random","representative",0.0462658732711464,0.000461516970421764,Inf,0.0453696838467786,0.0471788902901483
"EGAD","representative",0.113121992736366,0.00073584138740896,Inf,0.111687771303766,0.114572256082996
"ppr","representative",0.119217801975551,0.000756041879281822,Inf,0.117743931491035,0.120707597590825
"raw","representative",0.12488057518736,0.000774295802227687,Inf,0.123370871751484,0.126406089106812
"gm","representative",0.0544904317718374,0.000502623099817482,Inf,0.0535136589633496,0.0554839882520169
"mc","representative",0.138326903975248,0.00081579897049663,Inf,0.136735711302578,0.139933611823507
"z","representative",0.13490580680389,0.000805475385011674,Inf,0.133334886293354,0.136492320647548
"knn","representative",0.0928772295781723,0.000664201038099428,Inf,0.0915835831212828,0.0941872545776621
"wsld","representative",0.0896373244454925,0.000652011548211141,Inf,0.0883675910604605,0.0909234826824118
"COSNet","representative",0.0694933859526752,0.000570769524553138,Inf,0.0683829958555478,0.0706204395813621
"bagsvm","representative",0.123270565338857,0.000769154601393564,Inf,0.121770954674074,0.124786019679569
"rf","representative",0.0783674489047886,0.000607805063222102,Inf,0.0771844267737887,0.0795670400524463
"svm","representative",0.070153452696165,0.000573599501204536,Inf,0.0690375130063396,0.071286049476753
