"method","cv_scheme","prob","SE","df","asymp.LCL","asymp.UCL"
"pr","classic",0.0123199957194427,0.000129398883867865,Inf,0.0120689395209094,0.0125762078691404
"randomraw","classic",0.0110032212575862,0.000121705612016311,Inf,0.010767221744669,0.0112443346887478
"random","classic",0.0106752331710533,0.000119733822795474,Inf,0.0104430927840367,0.0109124769206619
"EGAD","classic",0.0170532440776989,0.000154774142383595,Inf,0.0167525287755097,0.0173592620512257
"ppr","classic",0.0215340627228979,0.000176506330506382,Inf,0.021190820805786,0.0218827400634062
"raw","classic",0.0219134687850322,0.000178270217258552,Inf,0.0215667752907175,0.0222656086727767
"gm","classic",0.0134331654981295,0.000135656383341699,Inf,0.0131698629871238,0.0137016590748036
"mc","classic",0.021706275633281,0.000177308265224523,Inf,0.0213614644874488,0.0220565271870232
"z","classic",0.0248571107184412,0.000191622747733775,Inf,0.024484289234373,0.025235462287361
"knn","classic",0.0190741407311446,0.000164797008013073,Inf,0.0187538119268286,0.0193998328114998
"wsld","classic",0.0185725201662126,0.000162345936732717,Inf,0.0182569877566234,0.0188934009214206
"COSNet","classic",0.0173841569609477,0.00015644328648712,Inf,0.0170801753142297,0.0176934512855883
"bagsvm","classic",0.022229343437783,0.000179730814139413,Inf,0.0218797918517727,0.0225843505183321
"rf","classic",0.015058623290922,0.000144450582790172,Inf,0.0147781105198181,0.0153443777263348
"svm","classic",0.0151759019255922,0.000145070979073158,Inf,0.0148941750596848,0.0154628740757871
"pr","block",0.0123730888346948,0.000129914555269033,Inf,0.0121210311807705,0.0126303210295665
"randomraw","block",0.0110507032143582,0.000122195109304295,Inf,0.0108137536548604,0.0112927855084986
"random","block",0.0107213151114502,0.000120216502827669,Inf,0.0104882380662893,0.0109595143919572
"EGAD","block",0.0171263814617427,0.000155371360757712,Inf,0.0168245044787947,0.0174335788872113
"ppr","block",0.0216259944915255,0.000177167646309015,Inf,0.0212814648837601,0.0219759765137466
"raw","block",0.0220069838584763,0.000178936508736315,Inf,0.021658992888874,0.022360438146295
"gm","block",0.0134909903005609,0.000136192845069311,Inf,0.0132266454934655,0.0137605445711285
"mc","block",0.0217989262223766,0.000177971847332464,Inf,0.0214528229292705,0.0221504868843749
"z","block",0.0249628670891577,0.000192325627006777,Inf,0.0245886761660225,0.0253426045066547
"knn","block",0.0191557763628385,0.000165424435500834,Inf,0.0188342264976446,0.0194827069240063
"wsld","block",0.0186520497289336,0.000162966079853056,Inf,0.0183353105781935,0.0189741547325056
"COSNet","block",0.0174586883457409,0.000157045613473036,Inf,0.0171535349775868,0.0177691721055539
"bagsvm","block",0.0223241757299946,0.000180401200393653,Inf,0.0219733186160105,0.0226805052081036
"rf","block",0.0151233378284301,0.000145015507611404,Inf,0.0148417268387346,0.0154102085992993
"svm","block",0.0152411126697908,0.000145637878626459,Inf,0.0149582837050477,0.0155292050153892
"pr","representative",0.0119513482826647,0.000125816398393916,Inf,0.0117072493646373,0.0122004738907366
"randomraw","representative",0.0106735494583779,0.00011830532239772,Inf,0.0104441493868431,0.0109079326366358
"random","representative",0.0103552854573681,0.000116380977159711,Inf,0.0101296513396498,0.0105858917407169
"EGAD","representative",0.0165453376799631,0.000150623557960087,Inf,0.0162526958246032,0.0168431585523966
"ppr","representative",0.0208955385620668,0.000171908629993909,Inf,0.0205612490380401,0.0212351452072781
"raw","representative",0.021263939029576,0.00017363778376492,Inf,0.0209262662267708,0.0216069403786391
"gm","representative",0.0130316485110937,0.000131929130466995,Inf,0.0127755876516739,0.0132927724891108
"mc","representative",0.0210627549686402,0.000172694745113928,Inf,0.0207269273229417,0.021403904926545
"z","representative",0.0241224813406185,0.000186734788700107,Inf,0.023759183106775,0.0244911953520375
"knn","representative",0.0185071780909824,0.000160435768806372,Inf,0.0181953367839514,0.0188242614285158
"wsld","representative",0.0180201938613768,0.000158035504118061,Inf,0.01771304907765,0.0183325651465031
"COSNet","representative",0.0168665639148413,0.000152257086961114,Inf,0.0165707257110433,0.0171675915361283
"bagsvm","representative",0.021570657433161,0.000175069793939681,Inf,0.0212301827534347,0.0219164701393129
"rf","representative",0.0146092408632972,0.000140525061497228,Inf,0.0143363592727651,0.0148872380950019
"svm","representative",0.0147230719620446,0.000141131698838348,Inf,0.0144490033111243,0.0150022600131593
