"method","cv_scheme","prob","SE","df","asymp.LCL","asymp.UCL"
"pr","classic",0.0405910026120454,0.000453316321586915,Inf,0.0397117725640727,0.0414888580276989
"randomraw","classic",0.0194806246603883,0.000307306598380689,Inf,0.0188873532395814,0.0200921497232407
"random","classic",0.0231787473711748,0.000336612391957642,Inf,0.0225280855689753,0.0238477432608522
"EGAD","classic",0.0652615633809218,0.000586390374775998,Inf,0.0641216298169373,0.0664203240588288
"ppr","classic",0.0788601822249036,0.000650381386430844,Inf,0.0775948417848217,0.0801443637880923
"raw","classic",0.0719667581437275,0.000618602201299185,Inf,0.0707637013415924,0.0731886572276252
"gm","classic",0.0329587485060608,0.000405516009182064,Inf,0.0321731420128964,0.0337628688010995
"mc","classic",0.0899723049951517,0.00069910913198586,Inf,0.0886114460795761,0.0913519685947502
"z","classic",0.0894805079055137,0.000697012501515778,Inf,0.0881237593737791,0.0908560636152393
"knn","classic",0.0526941909056315,0.000521918554090788,Inf,0.0516805760849792,0.0537265595289353
"wsld","classic",0.0508653348938596,0.000512015478852496,Inf,0.049871120716848,0.0518782871802141
"COSNet","classic",0.0429487055206867,0.000467293709377307,Inf,0.0420420970747341,0.0438739689472418
"bagsvm","classic",0.0686256441059016,0.000602721627620677,Inf,0.0674537083413079,0.0698164166313206
"rf","classic",0.0413240916282738,0.000457698213079099,Inf,0.0404362785840589,0.0422305394900977
"svm","classic",0.0390918065557986,0.000444249758723496,Inf,0.0382303353092481,0.0399718831611478
"pr","block",0.0400468024878851,0.000447883535996885,Inf,0.0391781282258447,0.0409339168076524
"randomraw","block",0.0192137815269487,0.000303324383395711,Inf,0.018628207053605,0.0198173917211654
"random","block",0.0228624289584876,0.000332310481885051,Inf,0.0222200933972857,0.023522886360363
"EGAD","block",0.0644088120727055,0.000579963255666439,Inf,0.0632814019741713,0.0655549022358775
"ppr","block",0.0778445400739438,0.000643593614730718,Inf,0.0765924403432506,0.0791153548675397
"raw","block",0.0710330503130022,0.000611983772646659,Inf,0.0698428970578223,0.0722419091656599
"gm","block",0.0325134056736952,0.000400518148862834,Inf,0.0317374967570417,0.0333076312531872
"mc","block",0.0888273502526012,0.000692099828842187,Inf,0.0874801746793922,0.0901932214853141
"z","block",0.0883412040544199,0.000690011766344295,Inf,0.0869981216997428,0.0897029838113647
"knn","block",0.0519965186205627,0.000515932695080647,Inf,0.0509945528078646,0.0530170717067639
"wsld","block",0.0501905937815774,0.000506104193897053,Inf,0.0492078810540374,0.0511918752513977
"COSNet","block",0.0423742919741469,0.000461741367912365,Inf,0.0414784754302256,0.0432885818462675
"bagsvm","block",0.0677321206593065,0.000596195059652599,Inf,0.066572905846738,0.068910030386964
"rf","block",0.0407704807064927,0.000452227572314222,Inf,0.0398932981995089,0.041666113858267
"svm","block",0.0385668980502837,0.000438896381155413,Inf,0.0377158258157022,0.0394363880086125
"pr","representative",0.0384012785787104,0.000431411386704093,Inf,0.0375646077569127,0.0392558243567604
"randomraw","representative",0.0184078718158597,0.000291281359979184,Inf,0.0178455736455136,0.0189875449772926
"random","representative",0.0219068973911237,0.000319294723864754,Inf,0.0212897525424502,0.0225415199286287
"EGAD","representative",0.0618267253746337,0.000560418467443691,Inf,0.0607373966164402,0.0629342822403428
"ppr","representative",0.0747668718165332,0.00062291842074204,Inf,0.0735550998501779,0.0759969693383254
"raw","representative",0.0682047636581043,0.000591841043387478,Inf,0.0670538789049521,0.0693739328591528
"gm","representative",0.0311673789263897,0.00038537868696022,Inf,0.0304208444706272,0.0319316301620554
"mc","representative",0.0853556562914036,0.000670721309081405,Inf,0.0840502121701642,0.0866794574343175
"z","representative",0.0848867403318509,0.000668660645317704,Inf,0.0835853346152192,0.086206502566436
"knn","representative",0.0498854969667076,0.000497757173707739,Inf,0.0489189003321571,0.0508701711941268
"wsld","representative",0.0481491675001894,0.000488159051389718,Inf,0.0472013682911366,0.0491150173813991
"COSNet","representative",0.0406371800078339,0.000444901936053387,Inf,0.0397740920377594,0.0415181869791302
"bagsvm","representative",0.0650260654624527,0.000576339850423715,Inf,0.0639055480380359,0.066164841303273
"rf","representative",0.0390964319140316,0.000435639178350936,Inf,0.0382514823207357,0.0399592703994482
"svm","representative",0.0369798409146843,0.000422667936022469,Inf,0.036160291123437,0.0378172364837293
