"rep_cv","method","input_type","disease","auroc","partial_auroc_0.9","partial_auroc_0.95","auprc","top_20_hits","top_100_hits"
"Rep02","mc","drugs","chronic obstructive pulmonary disease",0.916274961336762,0.0589788074120016,0.0206890511188464,0.119719429975182,2.33333333333333,15
"Rep02","mc","drugs","rheumatoid arthritis",0.885669715706013,0.0427209149152111,0.011574960510375,0.0572397547347648,0.666666666666667,7
"Rep02","mc","genetic","Alzheimers disease",0.783524349142536,0.0173457239894895,0.00532314299741429,0.0279440854916902,0.666666666666667,4
"Rep02","mc","genetic","asthma",0.83618257971351,0.0319949248752497,0.00814174332994775,0.0344335290555323,1.33333333333333,4.66666666666667
"Rep02","mc","genetic","chronic obstructive pulmonary disease",0.517889830731962,0.0082092858080348,0.0025728022442005,0.0131806519646853,0.666666666666667,1.33333333333333
"Rep02","mc","genetic","rheumatoid arthritis",0.730328931769329,0.0193949165743431,0.00585925081372057,0.0223983879311262,0.333333333333333,4.66666666666667
"Rep02","z","drugs","Alzheimers disease",0.919333570830747,0.0563198613112735,0.0220193242656504,0.231645304225322,8,14.6666666666667
"Rep02","z","drugs","asthma",0.907539127296792,0.0555477430072113,0.01668220560819,0.0813220840507219,1.66666666666667,9.66666666666667
"Rep02","z","drugs","chronic obstructive pulmonary disease",0.922073158396632,0.0654532120837834,0.0272779728205634,0.449824130323929,14,19.6666666666667
"Rep02","z","drugs","rheumatoid arthritis",0.893026831256958,0.0508109090275128,0.0191077056182304,0.109238008908897,4.66666666666667,13
"Rep02","z","genetic","Alzheimers disease",0.792263660506519,0.0147659147964804,0.00399181943394909,0.0265088835725225,0.333333333333333,2.66666666666667
"Rep02","z","genetic","asthma",0.824589621055881,0.0239227002473709,0.00512122379210591,0.0274098175773614,0.666666666666667,2.33333333333333
"Rep02","z","genetic","chronic obstructive pulmonary disease",0.507412585865049,0.00683369537447828,0.00190496196182342,0.0124359909245287,0,2.33333333333333
"Rep02","z","genetic","rheumatoid arthritis",0.731283081530665,0.0188863832804377,0.00606199830983744,0.0293897730836287,1.66666666666667,4
"Rep02","EGAD","drugs","Alzheimers disease",0.817001665173058,0.0418913212050747,0.0151781039003355,0.0763330358186768,3.33333333333333,9.66666666666667
"Rep02","EGAD","drugs","asthma",0.87641931798156,0.0451951786312382,0.010740383637244,0.0524962148833137,1.66666666666667,4.66666666666667
"Rep02","EGAD","drugs","chronic obstructive pulmonary disease",0.886602059573518,0.0599873083256741,0.0245107661371232,0.305855834937318,12.3333333333333,19.3333333333333
"Rep02","EGAD","drugs","rheumatoid arthritis",0.75684249826167,0.0317839464550952,0.00813591636031405,0.0379115085324025,1,5.33333333333333
"Rep02","EGAD","genetic","Alzheimers disease",0.703415479379929,0.0101950510250853,0.00182642239751961,0.0176734524987247,0,1
"Rep02","EGAD","genetic","asthma",0.775993769915697,0.00675656504395741,0.000944480529019278,0.0162666219151662,0,0.666666666666667
"Rep02","EGAD","genetic","chronic obstructive pulmonary disease",0.57161150830807,0.0066234323761981,0.00186885167932836,0.0124774470063668,0,1.66666666666667
"Rep02","EGAD","genetic","rheumatoid arthritis",0.67198811210411,0.0114006081863291,0.00258983409383841,0.0157937334446562,0.333333333333333,2
"Rep02","wsld","drugs","Alzheimers disease",0.926280211819443,0.0556463669396627,0.0224819292329961,0.190534385249511,8,14.6666666666667
"Rep02","wsld","drugs","asthma",0.910379360700495,0.0487654683298173,0.0133349153105942,0.103467115446364,3,6
"Rep02","wsld","drugs","chronic obstructive pulmonary disease",0.90997916095405,0.05959452721922,0.0256041705541213,0.276875016569621,9.66666666666667,20
"Rep02","wsld","drugs","rheumatoid arthritis",0.893461389474104,0.0429230455520838,0.0152255964712046,0.0945819044667646,4,8.66666666666667
"Rep02","wsld","genetic","Alzheimers disease",0.690823986975598,0.0168789671270052,0.00615907725874066,0.0210346005168622,0.333333333333333,5.33333333333333
"Rep02","wsld","genetic","asthma",0.651252237847506,0.006134429317376,0.00257353848318446,0.0113756194066452,0,1.66666666666667
"Rep02","wsld","genetic","chronic obstructive pulmonary disease",0.59787134124526,0.0058225807833655,0.00244871497903592,0.0154197523261045,1.66666666666667,2
"Rep02","wsld","genetic","rheumatoid arthritis",0.680859317510242,0.00449102233575534,0.00084663895228212,0.0124707451835741,0,0.333333333333333
"Rep02","knn","drugs","Alzheimers disease",0.924637582677861,0.0561276095428009,0.0230734832517964,0.202196489148379,8,14.6666666666667
"Rep02","knn","drugs","asthma",0.908498734722026,0.0476792384660379,0.0130817096305046,0.0952386745087653,3,6.66666666666667
"Rep02","knn","drugs","chronic obstructive pulmonary disease",0.910472995571793,0.0592333285224265,0.025815283829241,0.272258699556906,9,20
"Rep02","knn","drugs","rheumatoid arthritis",0.892699985367979,0.0425412550276953,0.0147822890299538,0.099302749612169,4,9
"Rep02","knn","genetic","Alzheimers disease",0.687708614203661,0.0170391323095998,0.00625255944651072,0.0222844693357149,0.333333333333333,5.33333333333333
"Rep02","knn","genetic","asthma",0.641180139017988,0.00591002516391792,0.00256742982895647,0.0110765455052276,0,1.66666666666667
"Rep02","knn","genetic","chronic obstructive pulmonary disease",0.609151077730153,0.00586492289533769,0.00248372475853816,0.0172488530470051,1.66666666666667,2
"Rep02","knn","genetic","rheumatoid arthritis",0.684490329781553,0.00474491438919266,0.000891745826359931,0.0128126853606164,0,0.333333333333333
"Rep02","COSNet","drugs","Alzheimers disease",0.550549027889711,0.0212191105638707,0.0092857124528682,0.0819444600998968,5.33333333333333,7.33333333333333
"Rep02","COSNet","drugs","asthma",0.436219603410867,0.0158433135402257,0.0057336852704472,0.0294490678772225,1.33333333333333,3
"Rep02","COSNet","drugs","chronic obstructive pulmonary disease",0.567456742290236,0.0401765979336173,0.0199798386743581,0.399856075851042,14.6666666666667,15.6666666666667
"Rep02","COSNet","drugs","rheumatoid arthritis",0.605357472678912,0.0221718447424404,0.00941470679954388,0.0476393863921576,2,6
"Rep02","COSNet","genetic","Alzheimers disease",0.706533414154249,0.0176605342475309,0.00519808148014326,0.0406883933848525,1,3.33333333333333
"Rep02","COSNet","genetic","asthma",0.834404172686477,0.0371819703573231,0.0108571195143347,0.0400064994049089,0.333333333333333,6.33333333333333
"Rep02","COSNet","genetic","chronic obstructive pulmonary disease",0.426230326615248,0.0146315231447263,0.00509887848727131,0.0199034612120587,1,3.66666666666667
"Rep02","COSNet","genetic","rheumatoid arthritis",0.73785288769719,0.0170062884946617,0.00459064268973792,0.0216176611268226,0,2.66666666666667
"Rep02","random","drugs","Alzheimers disease",0.488314984387844,0.00453038890318562,0.00139150237312045,0.00855389751093917,0,1
"Rep02","random","drugs","asthma",0.505139461937096,0.00434921127683824,0.00111425276224538,0.00737091121843803,0,0.666666666666667
"Rep02","random","drugs","chronic obstructive pulmonary disease",0.495202377486548,0.0048360365624209,0.00141911136421339,0.0105874245053639,0.333333333333333,1
"Rep02","random","drugs","rheumatoid arthritis",0.489898561783211,0.00539193345367926,0.00156548377846094,0.00847428440658793,0.333333333333333,1
"Rep02","random","genetic","Alzheimers disease",0.514194059537643,0.00573918547065493,0.00178400948035941,0.00981211744397771,0,1
"Rep02","random","genetic","asthma",0.503862872434967,0.00496509784856257,0.00102836473971242,0.00747860046212037,0,0.333333333333333
"Rep02","random","genetic","chronic obstructive pulmonary disease",0.46596516161786,0.00181083369539274,0.000630397284104054,0.00940441789751507,0,0.666666666666667
"Rep02","random","genetic","rheumatoid arthritis",0.477256382572449,0.00402665004960575,0.000606307192674223,0.00769099012323131,0,0.333333333333333
"Rep02","randomraw","drugs","Alzheimers disease",0.610314819107957,0.00426443476065309,0.000621570778095385,0.0137333622730379,0.333333333333333,0.333333333333333
"Rep02","randomraw","drugs","asthma",0.762658880826589,0.00623025568779566,0.000886367527353659,0.0154469817812741,0,0.333333333333333
"Rep02","randomraw","drugs","chronic obstructive pulmonary disease",0.642110455191642,0.00805639352725896,0.00054262066421056,0.0170171680567656,0,0.333333333333333
"Rep02","randomraw","drugs","rheumatoid arthritis",0.676447878022921,0.0119975449254563,0.00352012246691527,0.0179956535612836,0,3.66666666666667
"Rep02","randomraw","genetic","Alzheimers disease",0.666262809336363,0.0043395869595501,0.000663114828125474,0.0134484799513608,0,0
"Rep02","randomraw","genetic","asthma",0.698585295989989,0.00412587244708406,0.00138608715178115,0.0118676433585128,0,0.666666666666667
"Rep02","randomraw","genetic","chronic obstructive pulmonary disease",0.711035701480903,0.0118583754198298,0.00403798103273442,0.0263621741165981,0.333333333333333,3.66666666666667
"Rep02","randomraw","genetic","rheumatoid arthritis",0.685105099700803,0.00959812500797964,0.00175739857587571,0.0149156436548247,0,0.666666666666667
"Rep02","pr","drugs","Alzheimers disease",0.691989101787837,0.0116489521701631,0.00417185563229593,0.02315338254814,1.33333333333333,3.66666666666667
"Rep02","pr","drugs","asthma",0.79004391025501,0.0136899548366634,0.00340338410697197,0.0191826637256773,0.333333333333333,2
"Rep02","pr","drugs","chronic obstructive pulmonary disease",0.753721410552975,0.00776816472703146,0.00181888487704974,0.0215237462654787,0.333333333333333,1.66666666666667
"Rep02","pr","drugs","rheumatoid arthritis",0.703328695821927,0.0164741910148325,0.00531966281404139,0.0192497432485589,0.666666666666667,4
"Rep02","pr","genetic","Alzheimers disease",0.704885970717168,0.0129163088858768,0.00453518681907613,0.025573246881151,1.33333333333333,3.66666666666667
"Rep02","pr","genetic","asthma",0.786585058049758,0.0135716880107445,0.00337732750450983,0.0201000139075366,0.333333333333333,2
"Rep02","pr","genetic","chronic obstructive pulmonary disease",0.757563813818937,0.00746782371660332,0.00175097656821966,0.0215010846639537,0.333333333333333,1.66666666666667
"Rep02","pr","genetic","rheumatoid arthritis",0.70772442421334,0.0169012702053841,0.00542019454053654,0.019484563907577,0.666666666666667,3.66666666666667
"Rep02","genetic","drugs","Alzheimers disease",0.537558433824643,0.0109579146178857,0.00359921335044872,0.0272954911308607,1.33333333333333,3
"Rep02","genetic","drugs","asthma",0.550142835370446,0.0138374177013331,0.00537044099220505,0.0168565756879676,1.66666666666667,3
"Rep02","genetic","drugs","chronic obstructive pulmonary disease",0.518663849459614,0.0084408550163422,0.00295242663856064,0.0225425357752094,1,2.66666666666667
"Rep02","genetic","drugs","rheumatoid arthritis",0.52821453513443,0.0100647876081166,0.00367114360048349,0.0162517066615833,0.666666666666667,2.33333333333333
"Rep02","genetic","genetic","Alzheimers disease",0.54207123008375,0.0118626725797972,0.0040919422475555,0.030019796594674,1.33333333333333,3
"Rep02","genetic","genetic","asthma",0.546949865997093,0.0133177499364856,0.00515605767030487,0.0165437263883638,1.33333333333333,3
"Rep02","genetic","genetic","chronic obstructive pulmonary disease",0.520448413566934,0.00877356168820364,0.00311933477612643,0.0230054120066699,1,2.66666666666667
"Rep02","genetic","genetic","rheumatoid arthritis",0.524965488262237,0.00958411834913141,0.00350661622942638,0.0177835780914564,1,2.66666666666667
"Rep03","raw","drugs","Alzheimers disease",0.924952484280454,0.05651847161577,0.0209672344050852,0.222448679380121,8,15.6666666666667
"Rep03","raw","drugs","asthma",0.922741017944018,0.0579417110050937,0.0196763356510559,0.12198392471692,3,10.3333333333333
"Rep03","raw","drugs","chronic obstructive pulmonary disease",0.909212923204787,0.0648960717986922,0.0263153292723607,0.426405586867682,14.3333333333333,20
"Rep03","raw","drugs","rheumatoid arthritis",0.86769310919534,0.0436895147028781,0.0172078057211341,0.107190236156912,4.33333333333333,12
"Rep03","raw","genetic","Alzheimers disease",0.827550005067167,0.0251609417716052,0.00746687334241607,0.0381762136964311,0.333333333333333,5.66666666666667
"Rep03","raw","genetic","asthma",0.803307116546699,0.0115898014961841,0.00211983799409759,0.0214827623990314,0,1
"Rep03","raw","genetic","chronic obstructive pulmonary disease",0.569713754083232,0.00618442096513908,0.00241830499580383,0.0166857345918452,1.33333333333333,2
"Rep03","raw","genetic","rheumatoid arthritis",0.75015191435611,0.0157041006966461,0.00312225199055205,0.0213126375424275,0.333333333333333,1
"Rep03","gm","drugs","Alzheimers disease",0.522946500692263,0.0171928505700406,0.0082098290870191,0.0661617319587992,5,6
"Rep03","gm","drugs","asthma",0.440984117467929,0.00739017692371676,0.00362033565387549,0.0358357401892433,1.66666666666667,2
"Rep03","gm","drugs","chronic obstructive pulmonary disease",0.664482090330472,0.0443834044241645,0.0217175231210696,0.362647139343762,14.3333333333333,17
"Rep03","gm","drugs","rheumatoid arthritis",0.460072994330588,0.00134125109864113,0.000266395427685751,0.00686199820090935,0,0.333333333333333
"Rep03","gm","genetic","Alzheimers disease",0.452336104773405,0,0,0.00732606927697917,0,0
"Rep03","gm","genetic","asthma",0.337713616760877,0,0,0.00475494696927386,0,0
"Rep03","gm","genetic","chronic obstructive pulmonary disease",0.233637590994865,0.00279819035158658,0.00133763889103513,0.00730150609584609,0.333333333333333,1
"Rep03","gm","genetic","rheumatoid arthritis",0.363373718232703,0.00144182981717464,0.000717192136015218,0.00838318235211401,0.333333333333333,0.333333333333333
