"rep_cv","method","input_type","disease","auroc","partial_auroc_0.9","partial_auroc_0.95","auprc","top_20_hits","top_100_hits"
"Rep09","z","genetic","rheumatoid arthritis",0.731352177196587,0.0185446240548849,0.00602237811695124,0.029175967685705,1.33333333333333,4
"Rep09","EGAD","drugs","Alzheimers disease",0.809621142378484,0.0409162743563754,0.0149290161260501,0.0757453151143237,3,10.6666666666667
"Rep09","EGAD","drugs","asthma",0.85696001606847,0.041533410790987,0.0103558805068739,0.0566010076553581,3,4.66666666666667
"Rep09","EGAD","drugs","chronic obstructive pulmonary disease",0.886360786470825,0.0598505983888926,0.0247307121154135,0.302660205154726,13,18.6666666666667
"Rep09","EGAD","drugs","rheumatoid arthritis",0.715968473747791,0.0264688454874533,0.00642807757848516,0.0329796431790363,1.66666666666667,4
"Rep09","EGAD","genetic","Alzheimers disease",0.709744529929751,0.0103345203110827,0.000906782576417077,0.0185585948764524,0,0.333333333333333
"Rep09","EGAD","genetic","asthma",0.762651232629435,0.00685745935879164,0.00127533334884121,0.0159439563935912,0,0.333333333333333
"Rep09","EGAD","genetic","chronic obstructive pulmonary disease",0.569893806246901,0.00546032562901755,0.00155211129163499,0.0126231372889368,0,1
"Rep09","EGAD","genetic","rheumatoid arthritis",0.648017677687612,0.00996043903376768,0.00238950759464381,0.0165969909967145,0.333333333333333,1.66666666666667
"Rep09","wsld","drugs","Alzheimers disease",0.927371448933181,0.0561868422636144,0.022827654161796,0.19462513555975,8,15
"Rep09","wsld","drugs","asthma",0.908616359826462,0.0454632992406404,0.0115408035932734,0.105175823000388,3.33333333333333,5.33333333333333
"Rep09","wsld","drugs","chronic obstructive pulmonary disease",0.922688580439705,0.0602543664266047,0.0261423539567252,0.265731745024285,8.66666666666667,20
"Rep09","wsld","drugs","rheumatoid arthritis",0.888391006459373,0.0360079030740877,0.0125803427431669,0.0690051541243345,3.33333333333333,7.66666666666667
"Rep09","wsld","genetic","Alzheimers disease",0.705284930546745,0.0166799346247046,0.00645588648066423,0.0234581116503945,0.333333333333333,5.33333333333333
"Rep09","wsld","genetic","asthma",0.644300917290864,0.00537354067363392,0.00171301230620442,0.0104132970110467,1,1
"Rep09","wsld","genetic","chronic obstructive pulmonary disease",0.65069483688595,0.00657691158104409,0.00262021313716534,0.0176469573665278,1.66666666666667,2.33333333333333
"Rep09","wsld","genetic","rheumatoid arthritis",0.680058180503416,0.0044788318513042,0.000907520049051371,0.0136543211400331,0.333333333333333,0.666666666666667
"Rep09","knn","drugs","Alzheimers disease",0.926053008308566,0.0568473413437147,0.0232136276093494,0.203422331259845,8,15.3333333333333
"Rep09","knn","drugs","asthma",0.908149675767811,0.0447665345252431,0.011478052306513,0.113672444280686,3.33333333333333,6
"Rep09","knn","drugs","chronic obstructive pulmonary disease",0.922476505680728,0.0600151616115499,0.0263905300970119,0.267328780126785,8.66666666666667,20
"Rep09","knn","drugs","rheumatoid arthritis",0.886870050775164,0.0358632461624473,0.0120317001102411,0.0702446632357927,3.33333333333333,7.66666666666667
"Rep09","knn","genetic","Alzheimers disease",0.705249540545314,0.0169411748106879,0.00697298403019024,0.0255487188297554,0.666666666666667,6
"Rep09","knn","genetic","asthma",0.637030851509272,0.00508842925659472,0.00170076460877154,0.0101193617723452,0.666666666666667,1
"Rep09","knn","genetic","chronic obstructive pulmonary disease",0.662351125533772,0.00637926814539909,0.00252720526967397,0.0181559564797163,1.66666666666667,2.33333333333333
"Rep09","knn","genetic","rheumatoid arthritis",0.681403407144489,0.00447019360566317,0.000951763828793991,0.0138874138963159,0.333333333333333,0.666666666666667
"Rep09","COSNet","drugs","Alzheimers disease",0.502173065729564,0.0285758157599597,0.0137973766065206,0.128900828185187,6.66666666666667,10.3333333333333
"Rep09","COSNet","drugs","asthma",0.620172328125974,0.0270254071873175,0.0095433285142592,0.0440888749849734,0.666666666666667,6
"Rep09","COSNet","drugs","chronic obstructive pulmonary disease",0.566750918187891,0.0405286719811003,0.0200947591550677,0.378674068768566,15.3333333333333,15.3333333333333
"Rep09","COSNet","drugs","rheumatoid arthritis",0.602234153510936,0.0247230874596275,0.0105218461514523,0.0588353733998999,2.33333333333333,6.66666666666667
"Rep09","COSNet","genetic","Alzheimers disease",0.723070277016972,0.0179665918928545,0.00551346302195811,0.0294086177583984,0.666666666666667,4
"Rep09","COSNet","genetic","asthma",0.815457444450096,0.0378100121313884,0.0118988363101406,0.042016330149219,0,7.33333333333333
"Rep09","COSNet","genetic","chronic obstructive pulmonary disease",0.369834439000503,0.0100285970973438,0.00326556600839311,0.0134712153893624,0.333333333333333,2.66666666666667
"Rep09","COSNet","genetic","rheumatoid arthritis",0.745442630058536,0.0160328792469833,0.00460658537836419,0.0217687564314821,0.666666666666667,2.66666666666667
"Rep09","random","drugs","Alzheimers disease",0.530600370058637,0.00766432861483325,0.00244475491578446,0.0130133853944915,0.666666666666667,1.66666666666667
"Rep09","random","drugs","asthma",0.536873028807981,0.0062291693055628,0.00164915517210117,0.00805609309787769,0.333333333333333,1
"Rep09","random","drugs","chronic obstructive pulmonary disease",0.523751824809295,0.00538738225413134,0.00126089323144022,0.0105858505859165,0.333333333333333,1
"Rep09","random","drugs","rheumatoid arthritis",0.51487617505837,0.00332493095832442,0.000799113620429974,0.00907413317549543,0.333333333333333,0.666666666666667
"Rep09","random","genetic","Alzheimers disease",0.472255622853846,0.00427501939934346,0.00101836143805703,0.0081753648588683,0,0.666666666666667
"Rep09","random","genetic","asthma",0.496460129074875,0.00530680393956441,0.00105636390358613,0.00705627399522401,0,0.333333333333333
"Rep09","random","genetic","chronic obstructive pulmonary disease",0.533720361565833,0.00935101931387305,0.00295410079046695,0.0141490262054303,0.666666666666667,2.66666666666667
"Rep09","random","genetic","rheumatoid arthritis",0.510336968537004,0.00510170944234314,0.00190535982679219,0.0118481654865926,0.333333333333333,1.66666666666667
"Rep09","randomraw","drugs","Alzheimers disease",0.612371429792677,0.00366912120755854,0.000434855222052035,0.011877106617444,0,0.333333333333333
"Rep09","randomraw","drugs","asthma",0.759190292790445,0.00637325772381202,0,0.0161357242221821,0,0
"Rep09","randomraw","drugs","chronic obstructive pulmonary disease",0.62407034412723,0.00951203790494051,0.00157171434555844,0.0176780376571035,0,0.333333333333333
"Rep09","randomraw","drugs","rheumatoid arthritis",0.653539979380171,0.00283082724386411,0.000892157471560079,0.0113596831192933,0,0.666666666666667
"Rep09","randomraw","genetic","Alzheimers disease",0.654546151650722,0.00492039449093723,0.00095229944340496,0.0142856582918197,0.333333333333333,0.666666666666667
"Rep09","randomraw","genetic","asthma",0.675588409343072,0.00213477366255145,0.000423770331177739,0.0108489802381688,0,0.333333333333333
"Rep09","randomraw","genetic","chronic obstructive pulmonary disease",0.617909554534852,0.00090407599521667,2.04564051277391e-05,0.0144220284944217,0,0
"Rep09","randomraw","genetic","rheumatoid arthritis",0.664695551951237,0.0058652147916586,0.000774464636443547,0.0121672904783776,0,0.333333333333333
"Rep09","pr","drugs","Alzheimers disease",0.706202532562637,0.0127761790435927,0.00454481490547546,0.0267396860316488,1.33333333333333,3.66666666666667
"Rep09","pr","drugs","asthma",0.786768553212577,0.0136551922856027,0.00343753891031328,0.0200648314929026,0.666666666666667,2.33333333333333
"Rep09","pr","drugs","chronic obstructive pulmonary disease",0.758501868333083,0.0079752190070419,0.00196326845031607,0.0212957672410997,0.333333333333333,1.33333333333333
"Rep09","pr","drugs","rheumatoid arthritis",0.706318224998245,0.0173122826690233,0.00560109135166515,0.0217147994330348,0.333333333333333,3.33333333333333
"Rep09","pr","genetic","Alzheimers disease",0.708576417235332,0.0130662770478746,0.00470811291278368,0.0258320039589397,1.33333333333333,3.66666666666667
"Rep09","pr","genetic","asthma",0.784434885953676,0.0134655767449533,0.00330871546149324,0.0197865095444953,0.333333333333333,2
"Rep09","pr","genetic","chronic obstructive pulmonary disease",0.75360233871271,0.00734103739459064,0.00170455263321534,0.0214066658405451,0.333333333333333,1.33333333333333
"Rep09","pr","genetic","rheumatoid arthritis",0.706307479490835,0.0170003944013423,0.00543518659074333,0.0193138953643905,0.666666666666667,3.66666666666667
"Rep09","genetic","drugs","Alzheimers disease",0.541518546602965,0.0117222820388086,0.0039986345422842,0.0350758442128254,1.33333333333333,3
"Rep09","genetic","drugs","asthma",0.543181711004667,0.0128301137900016,0.00504304867598222,0.0182488829358455,1.66666666666667,3
"Rep09","genetic","drugs","chronic obstructive pulmonary disease",0.522267107440064,0.00905191361783561,0.00322178345912312,0.0247133182306658,0.666666666666667,2.66666666666667
"Rep09","genetic","drugs","rheumatoid arthritis",0.525395221765102,0.00962652435782651,0.0035047903946513,0.0156679758940297,1.33333333333333,2.66666666666667
"Rep09","genetic","genetic","Alzheimers disease",0.541788696528273,0.0118072837239551,0.00406249275556102,0.0430928931958305,1.33333333333333,2.66666666666667
"Rep09","genetic","genetic","asthma",0.547490072316061,0.0133980994450569,0.00518389266657984,0.0169711738253877,1.66666666666667,3
"Rep09","genetic","genetic","chronic obstructive pulmonary disease",0.516907955685706,0.00812773956830052,0.00280407291291871,0.0232062954145128,1,3
"Rep09","genetic","genetic","rheumatoid arthritis",0.526847710433815,0.00977380058950693,0.00350301458876671,0.0133213571342876,0.666666666666667,2.66666666666667
"Rep10","raw","drugs","Alzheimers disease",0.927837344789312,0.0600310714327266,0.0234638154270394,0.261109255015216,7.66666666666667,16.3333333333333
"Rep10","raw","drugs","asthma",0.924279604911164,0.0580796711205019,0.0200885393318891,0.116904556801435,3,10
"Rep10","raw","drugs","chronic obstructive pulmonary disease",0.91812827983783,0.0635555975955771,0.0264664418976982,0.429281238591612,15.3333333333333,19.6666666666667
"Rep10","raw","drugs","rheumatoid arthritis",0.869250942909629,0.0446533397147373,0.0176260280102618,0.137237777581454,4.33333333333333,12.3333333333333
"Rep10","raw","genetic","Alzheimers disease",0.822962467221641,0.0216277887982728,0.00581696262608261,0.0359824377653299,1,4.66666666666667
"Rep10","raw","genetic","asthma",0.807118842270323,0.0157753224415838,0.00254741748244611,0.0224977288781316,0,1.33333333333333
"Rep10","raw","genetic","chronic obstructive pulmonary disease",0.555650760824624,0.00442513289477324,0.00143968723338684,0.0136133033928542,0.666666666666667,1.33333333333333
"Rep10","raw","genetic","rheumatoid arthritis",0.754906189119329,0.0126394290308506,0.00230948057870424,0.0207982395279878,0.333333333333333,1.33333333333333
"Rep10","gm","drugs","Alzheimers disease",0.522201588358485,0.0205202182108434,0.0100726873466458,0.115897158899774,5,7.33333333333333
"Rep10","gm","drugs","asthma",0.444432776492314,0.00808282915274394,0.00362518009396258,0.0173534388322947,1.33333333333333,2
"Rep10","gm","drugs","chronic obstructive pulmonary disease",0.655557161500309,0.0453673146161956,0.0225040667529478,0.373472323458795,15.3333333333333,17.6666666666667
"Rep10","gm","drugs","rheumatoid arthritis",0.463482827229342,0.00185209789117095,0.000581276897340418,0.00704500331432955,0,0.333333333333333
"Rep10","gm","genetic","Alzheimers disease",0.446897827794655,0,0,0.00719570429616846,0,0
"Rep10","gm","genetic","asthma",0.346182422165866,0,0,0.00474374041873906,0,0
"Rep10","gm","genetic","chronic obstructive pulmonary disease",0.222421192414335,0.00159728965991563,0.000783797596423566,0.00700487571888448,0.666666666666667,0.666666666666667
"Rep10","gm","genetic","rheumatoid arthritis",0.353917063901176,0.000918766704849179,0.000455803741886216,0.00687307488486681,0.333333333333333,0.333333333333333
"Rep10","mc","drugs","Alzheimers disease",0.905294899080271,0.0497682067264721,0.0155134948227979,0.0813461802732297,1,10
"Rep10","mc","drugs","asthma",0.915102798566178,0.0516513658395406,0.0144584003080839,0.0639999111793168,1,6.66666666666667
"Rep10","mc","drugs","chronic obstructive pulmonary disease",0.91142867289608,0.0567989626339093,0.0202032262082243,0.116288345102885,2.33333333333333,14.3333333333333
"Rep10","mc","drugs","rheumatoid arthritis",0.875785746802873,0.0372175494952983,0.00968122634407695,0.0497898582035736,0.333333333333333,7.33333333333333
"Rep10","mc","genetic","Alzheimers disease",0.799851250834892,0.0139200507276358,0.00291096188020116,0.0235315568255442,0.333333333333333,1.66666666666667
"Rep10","mc","genetic","asthma",0.819443379393229,0.0324309618190033,0.0093048586143032,0.0369883211279202,0.666666666666667,5
"Rep10","mc","genetic","chronic obstructive pulmonary disease",0.521141913808769,0.00730412209693241,0.0018873405207119,0.0118342735879726,0.333333333333333,1.33333333333333
"Rep10","mc","genetic","rheumatoid arthritis",0.721491664141439,0.0193836716486221,0.00661992679630537,0.0237904845451197,1,4.66666666666667
"Rep10","z","drugs","Alzheimers disease",0.919036942661824,0.0591196325521843,0.0236225360212655,0.249580920519448,8,16.3333333333333
"Rep10","z","drugs","asthma",0.919316550432815,0.0558075058984388,0.0169055783616379,0.0694171864785506,0,9
"Rep10","z","drugs","chronic obstructive pulmonary disease",0.915406171439306,0.0647329454183147,0.0274341632796269,0.460607367086197,15,19
"Rep10","z","drugs","rheumatoid arthritis",0.874083470853644,0.0453418035387612,0.0173259033553397,0.105478117752577,2,12
"Rep10","z","genetic","Alzheimers disease",0.815592704217115,0.0119579019118808,0.00172297654304911,0.0245238078708739,0,1
"Rep10","z","genetic","asthma",0.816078922826238,0.027680444201719,0.00606543209797855,0.029940943196654,0.666666666666667,2.66666666666667
"Rep10","z","genetic","chronic obstructive pulmonary disease",0.497719683238338,0.00655690794162576,0.00132739883560605,0.0119903678953305,0.333333333333333,0.666666666666667
"Rep10","z","genetic","rheumatoid arthritis",0.712900593094767,0.0174184958046149,0.00572779495020347,0.025212430338435,1,3.66666666666667
"Rep10","EGAD","drugs","Alzheimers disease",0.806933435883502,0.0412733654176823,0.015041453441543,0.0815811820921372,3.66666666666667,11
"Rep10","EGAD","drugs","asthma",0.865208912450605,0.0429652634936981,0.0113425389926537,0.0577086255970317,2.66666666666667,5
"Rep10","EGAD","drugs","chronic obstructive pulmonary disease",0.863746141193252,0.0579464222769638,0.0240697827039723,0.301981278113402,13.3333333333333,19
"Rep10","EGAD","drugs","rheumatoid arthritis",0.764873673711551,0.0307762896745686,0.00810707773340136,0.0370587446735651,0.333333333333333,5
"Rep10","EGAD","genetic","Alzheimers disease",0.71305983159189,0.0099274739375981,0.001259070128767,0.0183660791296063,0,0.333333333333333
"Rep10","EGAD","genetic","asthma",0.753316675953812,0.00519128485807058,0.000363299358064562,0.0149532052855965,0,0
"Rep10","EGAD","genetic","chronic obstructive pulmonary disease",0.554146835325013,0.00317709259124384,0.00102006772581233,0.0114044956912378,0,0.666666666666667
"Rep10","EGAD","genetic","rheumatoid arthritis",0.672193110826192,0.0109945506831554,0.00274187395641657,0.0164113034088496,0.666666666666667,1.66666666666667
"Rep10","wsld","drugs","Alzheimers disease",0.920559709148812,0.0543137472059851,0.0216584630725532,0.183677859069166,7,15
"Rep10","wsld","drugs","asthma",0.916019409840785,0.0441725477585996,0.0113861371632993,0.0916069966637044,3.33333333333333,5
"Rep10","wsld","drugs","chronic obstructive pulmonary disease",0.91497326236044,0.0572606763303409,0.0250594324132068,0.255784159902968,8.33333333333333,19.6666666666667
"Rep10","wsld","drugs","rheumatoid arthritis",0.878873441164767,0.0384775063297926,0.0135838745058488,0.0983655355260231,3.66666666666667,6.33333333333333
"Rep10","wsld","genetic","Alzheimers disease",0.711650390001652,0.0198017744057949,0.00668860471910937,0.0252424711401068,0.666666666666667,5.66666666666667
"Rep10","wsld","genetic","asthma",0.642770600987578,0.00563187363572957,0.00213118070900496,0.0110345309355708,0,1.33333333333333
"Rep10","wsld","genetic","chronic obstructive pulmonary disease",0.639035284747451,0.00381374531280098,0.00143026646339606,0.0137868045645697,0.666666666666667,1.33333333333333
"Rep10","wsld","genetic","rheumatoid arthritis",0.680692424463285,0.0041490940846534,0.000729427660223395,0.013423618832177,0.333333333333333,0.333333333333333
"Rep10","knn","drugs","Alzheimers disease",0.920038791889547,0.0552573779889953,0.0223973372637158,0.200124118039383,7.66666666666667,15.6666666666667
"Rep10","knn","drugs","asthma",0.914619057213073,0.0432003705307296,0.0115860194770993,0.0903025651633581,3.33333333333333,6
"Rep10","knn","drugs","chronic obstructive pulmonary disease",0.915023021748869,0.0572488808409236,0.0250845085749932,0.26024998474922,7.66666666666667,19.6666666666667
"Rep10","knn","drugs","rheumatoid arthritis",0.879064218609944,0.0384019766003062,0.0135375562882935,0.105999250210466,4,6.66666666666667
"Rep10","knn","genetic","Alzheimers disease",0.713518732004228,0.019406701007423,0.00665038127156167,0.0265494682295622,0.666666666666667,4.66666666666667
"Rep10","knn","genetic","asthma",0.635711369187663,0.00562923316895856,0.00211213363415948,0.0106758968830243,0,1.33333333333333
"Rep10","knn","genetic","chronic obstructive pulmonary disease",0.647764051946484,0.00360779983767823,0.00140498015937878,0.0148762410294386,0.666666666666667,1.33333333333333
"Rep10","knn","genetic","rheumatoid arthritis",0.683389119179371,0.00462257386983181,0.000695746492282968,0.0137230404523872,0.333333333333333,0.333333333333333
"Rep10","COSNet","drugs","Alzheimers disease",0.615746792647499,0.0296518538097736,0.01270406494764,0.118952718844357,4.33333333333333,8.33333333333333
"Rep10","COSNet","drugs","asthma",0.653422551010892,0.0286492772949258,0.00933670142898827,0.0317906369369941,0,5.66666666666667
"Rep10","COSNet","drugs","chronic obstructive pulmonary disease",0.566387215990021,0.0396086689342674,0.019781858317983,0.376847249879301,15,15.3333333333333
"Rep10","COSNet","drugs","rheumatoid arthritis",0.572902370097646,0.0217792899174241,0.00920117166478557,0.0361435700852912,1.66666666666667,5.66666666666667
"Rep10","COSNet","genetic","Alzheimers disease",0.741057504863365,0.0178372846402743,0.00584062275907322,0.0374151848050023,1,4.33333333333333
"Rep10","COSNet","genetic","asthma",0.818905886898987,0.0357692180343508,0.0110779718349839,0.0399576506530131,0.333333333333333,6.66666666666667
"Rep10","COSNet","genetic","chronic obstructive pulmonary disease",0.37272863400672,0.0127858817239894,0.00445467805566773,0.0159144032972626,0,3.66666666666667
"Rep10","COSNet","genetic","rheumatoid arthritis",0.727161734608433,0.0161893572895217,0.00409583977324065,0.0205764043580329,0.333333333333333,2.33333333333333
"Rep10","random","drugs","Alzheimers disease",0.513124630161025,0.00533805214536179,0.000946374454660772,0.00930750474834621,0,0.333333333333333
"Rep10","random","drugs","asthma",0.48165285579616,0.00349522778295802,0.000949960252198739,0.00668456822860146,0,0.333333333333333
"Rep10","random","drugs","chronic obstructive pulmonary disease",0.520602180239152,0.00319900107222371,0.00107343964495086,0.0105381653339977,0,1
"Rep10","random","drugs","rheumatoid arthritis",0.566568330114563,0.00642935307898562,0.00116958045834676,0.00963102900437142,0,0.333333333333333
"Rep10","random","genetic","Alzheimers disease",0.540893525080087,0.00543045981693783,0.00122067358458979,0.0104876439714211,0.333333333333333,0.666666666666667
"Rep10","random","genetic","asthma",0.535966924526035,0.00748389730918428,0.00208859305619341,0.0144028766237708,0.666666666666667,1
"Rep10","random","genetic","chronic obstructive pulmonary disease",0.495224687527945,0.00466836112769676,0.00131101035931563,0.010022688747964,0,1
"Rep10","random","genetic","rheumatoid arthritis",0.493407764218426,0.00741575068411986,0.00222132083048433,0.012418334662163,1,1.66666666666667
"Rep10","randomraw","drugs","Alzheimers disease",0.652314192269775,0.00750627072246899,0.00164682476354622,0.0140065071265222,0,1.66666666666667
"Rep10","randomraw","drugs","asthma",0.661431554591307,0.00297077829244582,0,0.0115050867632076,0,0
"Rep10","randomraw","drugs","chronic obstructive pulmonary disease",0.603532767674056,0.00930470956264097,0.00149412820292367,0.0177243156029176,0,0
"Rep10","randomraw","drugs","rheumatoid arthritis",0.692847272968557,0.00610827891497111,0.00160446562333861,0.0162158258554174,0.333333333333333,0.666666666666667
"Rep10","randomraw","genetic","Alzheimers disease",0.703599879454222,0.0122818075321834,0.00370281941764182,0.01938670306877,0,2
"Rep10","randomraw","genetic","asthma",0.667744233404546,0.00127002001676342,0,0.0107556560019875,0,0
"Rep10","randomraw","genetic","chronic obstructive pulmonary disease",0.605130099706422,0.00566291412614824,0.00230104172545666,0.0172435409971572,1,2
"Rep10","randomraw","genetic","rheumatoid arthritis",0.635079505265357,0.00182778030312025,0.000474468185226417,0.0103634554456147,0,0.333333333333333
"Rep10","pr","drugs","Alzheimers disease",0.708362849021274,0.012744174162591,0.00437793562340669,0.024747508567877,1.66666666666667,3.66666666666667
"Rep10","pr","drugs","asthma",0.784706775043239,0.013500554413872,0.003403159515267,0.0209029661717014,0.333333333333333,2.33333333333333
"Rep10","pr","drugs","chronic obstructive pulmonary disease",0.754623938560098,0.00766766229610951,0.00184781620225554,0.0214013789045879,0.333333333333333,1.33333333333333
"Rep10","pr","drugs","rheumatoid arthritis",0.704454853601243,0.0174225084328746,0.0056980278856348,0.0196916605838897,0.666666666666667,4
"Rep10","pr","genetic","Alzheimers disease",0.70268470481518,0.0126437401058702,0.00444627650432208,0.0240664081680066,1.66666666666667,3.66666666666667
"Rep10","pr","genetic","asthma",0.785455988660349,0.0133961446794106,0.00329916087748082,0.019743547750837,0.333333333333333,2.33333333333333
"Rep10","pr","genetic","chronic obstructive pulmonary disease",0.75562819679879,0.00782479722615686,0.00193906531517503,0.0212730255250908,0.333333333333333,1.66666666666667
"Rep10","pr","genetic","rheumatoid arthritis",0.704078797602975,0.0164026640308064,0.00511749306448249,0.0191403806408059,0.333333333333333,3.33333333333333
"Rep10","genetic","drugs","Alzheimers disease",0.538354667185046,0.0111602171446022,0.0037336904424509,0.0303892235461519,1.33333333333333,2.66666666666667
"Rep10","genetic","drugs","asthma",0.54787367787588,0.0135249238442718,0.00528139329128116,0.0186831981778887,1.66666666666667,3
"Rep10","genetic","drugs","chronic obstructive pulmonary disease",0.518714390335806,0.00844838357504481,0.00295504329680997,0.0218579908953312,1.33333333333333,2.66666666666667
"Rep10","genetic","drugs","rheumatoid arthritis",0.528707327185533,0.0101247600529669,0.00368168911498959,0.0151441001570192,1,2.66666666666667
"Rep10","genetic","genetic","Alzheimers disease",0.541158707045813,0.0117245973123557,0.00404230700328679,0.0404308422312873,1.33333333333333,3
"Rep10","genetic","genetic","asthma",0.547397772657478,0.0134623428612496,0.00526601291538279,0.019113011343716,1.66666666666667,3
"Rep10","genetic","genetic","chronic obstructive pulmonary disease",0.519383810516536,0.00858192663959649,0.0030273905178489,0.0238340468004031,1.33333333333333,2.66666666666667
"Rep10","genetic","genetic","rheumatoid arthritis",0.525530490560577,0.00960072541608628,0.00346059791501725,0.0175270559953318,1.33333333333333,2.66666666666667
"Rep11","raw","drugs","Alzheimers disease",0.930317427290234,0.0610256246221723,0.0231746053040032,0.241576899278434,7.66666666666667,16.3333333333333
"Rep11","raw","drugs","asthma",0.907642706694986,0.0561378940088755,0.0185441908855683,0.11246956778731,3,8.66666666666667
"Rep11","raw","drugs","chronic obstructive pulmonary disease",0.92370047421767,0.0650782164969568,0.025707229088321,0.409974342939591,14,19.6666666666667
"Rep11","raw","drugs","rheumatoid arthritis",0.884334523718123,0.0456048650791339,0.0175143494372807,0.100406110567682,3.66666666666667,12
"Rep11","raw","genetic","Alzheimers disease",0.840250527016724,0.0270502121364309,0.00801659347481501,0.0407870055378454,0.333333333333333,6.66666666666667
"Rep11","raw","genetic","asthma",0.795038632241589,0.00976095468126509,0.00171147671231444,0.0205413933873838,0,0.666666666666667
"Rep11","raw","genetic","chronic obstructive pulmonary disease",0.583947759233007,0.00825072328855117,0.00236723689771612,0.0171816277230839,1.33333333333333,2
"Rep11","raw","genetic","rheumatoid arthritis",0.761808548259682,0.013945511902079,0.00271559691730533,0.0221660643282932,0.333333333333333,1.33333333333333
"Rep11","gm","drugs","Alzheimers disease",0.525434645443654,0.0196477682435411,0.00946132643547559,0.110709972700183,5.66666666666667,6.66666666666667
"Rep11","gm","drugs","asthma",0.437891062499551,0.00708845816350678,0.00343405700910561,0.0306121633149243,1.66666666666667,2
"Rep11","gm","drugs","chronic obstructive pulmonary disease",0.655365724367543,0.0432177922716621,0.0213308738887482,0.334372903814899,12.6666666666667,17.3333333333333
"Rep11","gm","drugs","rheumatoid arthritis",0.464084857858622,0.000269663993890798,0,0.00685062514923623,0,0
"Rep11","gm","genetic","Alzheimers disease",0.461611173841956,0,0,0.00737278436581036,0,0
"Rep11","gm","genetic","asthma",0.343564362092938,0,0,0.00478351728393647,0,0
"Rep11","gm","genetic","chronic obstructive pulmonary disease",0.25296576539873,0.00249422995989393,0.00112754296378328,0.00692861369088805,0.333333333333333,1
"Rep11","gm","genetic","rheumatoid arthritis",0.377265134887079,0.00106973332779785,0.000532098919195693,0.00794274842144285,0.333333333333333,0.333333333333333
"Rep11","mc","drugs","Alzheimers disease",0.907992261633845,0.0513085405915316,0.0155540641728562,0.0822488133607035,1.33333333333333,9.33333333333333
"Rep11","mc","drugs","asthma",0.902741288366583,0.050713513959809,0.0138842801284737,0.0614286946695097,1,6
"Rep11","mc","drugs","chronic obstructive pulmonary disease",0.917335722188688,0.0577608688144679,0.0199584929270747,0.114900581774178,2.33333333333333,14.6666666666667
"Rep11","mc","drugs","rheumatoid arthritis",0.874982345787405,0.0367760192486637,0.00994554929380042,0.0492316244817472,0.666666666666667,6.33333333333333
"Rep11","mc","genetic","Alzheimers disease",0.819324624800609,0.0202231776745038,0.00551955442986609,0.0301547395611554,0.333333333333333,4.33333333333333
"Rep11","mc","genetic","asthma",0.828674384971859,0.0312706191387495,0.00825842782932702,0.037189143068432,1,4.33333333333333
"Rep11","mc","genetic","chronic obstructive pulmonary disease",0.535089254574132,0.0089711045450884,0.00178947653290171,0.0148244740456155,0,1.33333333333333
"Rep11","mc","genetic","rheumatoid arthritis",0.729547191613126,0.0207630778844048,0.00659577945570435,0.0242371707758259,1,4.66666666666667
"Rep11","z","drugs","Alzheimers disease",0.917573317616515,0.0584041967797582,0.0217699769953707,0.255450584075029,9.33333333333333,14
"Rep11","z","drugs","asthma",0.902626241265911,0.0541125619139788,0.0163752375856614,0.0674136558307807,0.333333333333333,8.33333333333333
"Rep11","z","drugs","chronic obstructive pulmonary disease",0.924501992242266,0.0667419398364233,0.0274259658663299,0.454355454928928,14.3333333333333,20
"Rep11","z","drugs","rheumatoid arthritis",0.878997360557898,0.0454332494035265,0.0172828412023007,0.116293880168231,4.66666666666667,11.3333333333333
"Rep11","z","genetic","Alzheimers disease",0.828642280781633,0.0153656850311512,0.00295252353616246,0.0271012822260993,0.333333333333333,1.66666666666667
"Rep11","z","genetic","asthma",0.814268166691028,0.0248311598095418,0.00487565965667467,0.0278055841183843,0.333333333333333,2
"Rep11","z","genetic","chronic obstructive pulmonary disease",0.51688642365873,0.00748188218593395,0.00141483877522431,0.0141151633217538,0.333333333333333,1
"Rep11","z","genetic","rheumatoid arthritis",0.731364693999468,0.0185090337834952,0.00597164250744074,0.0285514987803572,1.66666666666667,4
"Rep11","EGAD","drugs","Alzheimers disease",0.816472047392163,0.0423285636650736,0.0153257275786359,0.0790303361005635,4,11
"Rep11","EGAD","drugs","asthma",0.829597392453609,0.0366497760821064,0.00995961668744483,0.0469818469358831,2.33333333333333,4.66666666666667
"Rep11","EGAD","drugs","chronic obstructive pulmonary disease",0.895884710565013,0.0609634908887101,0.0240755601271149,0.272934570391854,11,19
"Rep11","EGAD","drugs","rheumatoid arthritis",0.71687334261755,0.0263385309565834,0.00626216704362899,0.0293918687102639,1,3.33333333333333
"Rep11","EGAD","genetic","Alzheimers disease",0.737738903200013,0.011384659774052,0.00190730315919731,0.019636444365599,0,1
"Rep11","EGAD","genetic","asthma",0.757197579622654,0.00677182429973248,0.00130365944726757,0.0159387424867728,0,0.666666666666667
"Rep11","EGAD","genetic","chronic obstructive pulmonary disease",0.555949146664577,0.00451290308789495,0.00116682493817101,0.0119722876707553,0,1
"Rep11","EGAD","genetic","rheumatoid arthritis",0.6914039526058,0.0120892592304464,0.00335731832816647,0.0192926471576718,0.333333333333333,2.66666666666667
