"method","cv_scheme","network","prob","SE","df","asymp.LCL","asymp.UCL"
"bagsvm","representative","string",0.0590272391586201,0.00078888178334399,Inf,0.0574999068056972,0.0605925328595475
"rf","representative","string",0.0345878269735438,0.000585596672268353,Inf,0.0334582598902401,0.0357541181171141
"svm","representative","string",0.0366940622687058,0.000604935168427626,Inf,0.0355266625435798,0.0378983151871367
"pr","classic","omnipath",0.0586123676467855,0.000767695001884222,Inf,0.0571256994587381,0.0601352580580819
"randomraw","classic","omnipath",0.0277009639046059,0.000503522023343685,Inf,0.0267309737436444,0.0287051141020102
"random","classic","omnipath",0.0224156543863348,0.000448632275417727,Inf,0.0215529988429164,0.0233120149487418
"EGAD","classic","omnipath",0.0420707234455389,0.000635354594535403,Inf,0.0408429221121416,0.043333766844352
"ppr","classic","omnipath",0.0848439942489053,0.000952009305265921,Inf,0.0829966098924974,0.0867286096373764
"raw","classic","omnipath",0.0603167708081983,0.000780497902363397,Inf,0.0588050543040919,0.061864794986689
"gm","classic","omnipath",0.0239471263356215,0.000465017803143557,Inf,0.0230524297254311,0.0248756631808268
"mc","classic","omnipath",0.0683013132298401,0.000838791721170625,Inf,0.0666755338498933,0.069963763068884
"z","classic","omnipath",0.065083832956135,0.000815620881610125,Inf,0.0635033944768502,0.0667008030905781
"knn","classic","omnipath",0.0465169395081564,0.000672551900324037,Inf,0.0452163860047637,0.0478530258328323
"wsld","classic","omnipath",0.0453272382856581,0.000662731490571677,Inf,0.0440458925238918,0.0466440410659341
"COSNet","classic","omnipath",0.0637520380797838,0.000805906541634374,Inf,0.0621906075943858,0.0653499398600815
"bagsvm","classic","omnipath",0.0548699190703259,0.000739095178652014,Inf,0.0534392016511848,0.0563366610440089
"rf","classic","omnipath",0.0320930812934101,0.000546091651822597,Inf,0.0310398461403865,0.0331808307137521
"svm","classic","omnipath",0.0340527569360124,0.000564362445425456,Inf,0.0329637923157859,0.0351763871163761
"pr","block","omnipath",0.0562688238753821,0.000741481124967352,Inf,0.0548330725572674,0.0577398723738022
"randomraw","block","omnipath",0.0265585059176336,0.000484341264471755,Inf,0.02562553811601,0.027524481444785
"random","block","omnipath",0.0214863589413766,0.0004312061897728,Inf,0.0206572697115337,0.0223479647230787
"EGAD","block","omnipath",0.0403602209014318,0.000612370141058567,Inf,0.0391769461886806,0.041577687938266
"ppr","block","omnipath",0.0815424608773056,0.000922291114234085,Inf,0.0797529644335112,0.0833684724519127
"raw","block","omnipath",0.0579092707024508,0.000754003045100156,Inf,0.0564490282369258,0.0594049090003059
"gm","block","omnipath",0.0229558309038285,0.000447057515285406,Inf,0.0220957524561639,0.0238485714979173
"mc","block","omnipath",0.0655973635118866,0.000811087999803418,Inf,0.0640254581882047,0.0672050900726293
"z","block","omnipath",0.0624987142160219,0.000788383797513203,Inf,0.0609712227510789,0.0640618627308991
"knn","block","omnipath",0.044634086668933,0.000648599970162438,Inf,0.0433799719400795,0.0459227173496814
"wsld","block","omnipath",0.0434903441835535,0.000639030447920834,Inf,0.0422549411726331,0.0447601784987897
"COSNet","block","omnipath",0.0612163543110119,0.000778870543304946,Inf,0.0597074715983048,0.0627608232647694
"bagsvm","block","omnipath",0.0526676407976991,0.000713529046077734,Inf,0.0512865566382029,0.0540837957011248
"rf","block","omnipath",0.0307752147586024,0.000525618939928149,Inf,0.0297615487461928,0.0318222734487982
"svm","block","omnipath",0.0326571336277345,0.000543353822850258,Inf,0.0316087951574143,0.0337390299604422
"pr","representative","omnipath",0.0571027021340984,0.00075082584631402,Inf,0.0556488006824578,0.058592231972069
"randomraw","representative","omnipath",0.0269646710801834,0.000491166581969581,Inf,0.0260185295303983,0.0279442311350832
"random","representative","omnipath",0.0218166931083295,0.00043740518591796,Inf,0.0209756635986266,0.0226906625516884
"EGAD","representative","omnipath",0.0409685754989422,0.000620555833912119,Inf,0.0397694435839014,0.042202274673317
"ppr","representative","omnipath",0.0827180541215919,0.000932900987144633,Inf,0.080907891740033,0.0845649892102826
"raw","representative","omnipath",0.0587659458130096,0.000763448853441558,Inf,0.0572873528192331,0.0602802612075692
"gm","representative","omnipath",0.023308218791374,0.000453447122982911,Inf,0.0224358247910595,0.0242136947044998
"mc","representative","omnipath",0.0665597363049912,0.000820969304102404,Inf,0.0649686161091822,0.0681869822881431
"z","representative","omnipath",0.0634187124237371,0.000798096873162122,Inf,0.0618723401870333,0.0650010551895225
"knn","representative","omnipath",0.0453038205331272,0.000657132414196518,Inf,0.0440331634037726,0.0466093570367367
"wsld","representative","omnipath",0.0441437091885801,0.000647472937663878,Inf,0.0428919415878804,0.0454302746148113
"COSNet","representative","omnipath",0.0621187265966085,0.00078851117395973,Inf,0.0605911069018502,0.0636822496855414
"bagsvm","representative","omnipath",0.0534511738263385,0.000722640901961997,Inf,0.0520524008747491,0.0548853588289959
"rf","representative","omnipath",0.0312437971997037,0.000532905866280693,Inf,0.0302160476109704,0.0323053395234386
"svm","representative","omnipath",0.0331533899631272,0.000550832354527951,Inf,0.0320905900578681,0.0342501429354663
