"method","cv_scheme","prob","SE","df","asymp.LCL","asymp.UCL"
"pr","classic",0.670045173034105,0.00132771668551985,NA,0.667437707366569,0.672642221898546
"randomraw","classic",0.591791202024186,0.00139205051462039,NA,0.58906003077608,0.594516716384112
"random","classic",0.487380735119554,0.00141356543383014,NA,0.484610613810815,0.490151631817753
"EGAD","classic",0.57842505565892,0.00139881733679833,NA,0.575681033440788,0.581164243145938
"ppr","classic",0.669876362240004,0.00132790258073628,NA,0.667268537307293,0.672473780497643
"raw","classic",0.640846524077222,0.00135677334665259,NA,0.638182992448694,0.643501401159582
"gm","classic",0.367941975426725,0.00135057784149106,NA,0.365298892928638,0.370593015587621
"mc","classic",0.598321197698728,0.00138830726759623,NA,0.59559716219646,0.60103917529557
"z","classic",0.5935721648782,0.00139105818204893,NA,0.590842883757663,0.59629567969234
"knn","classic",0.614525686112403,0.00137776547094101,NA,0.611821814673415,0.617222506798039
"wsld","classic",0.614283272560593,0.00137793642288091,NA,0.611579073491817,0.616980435701541
"COSNet","classic",0.504078315731065,0.00141491082620352,NA,0.501305044441391,0.50685133609504
"bagsvm","classic",0.58721209250089,0.00139450381289497,NA,0.584476253861809,0.589942555730441
"rf","classic",0.552674667276824,0.00140849917939845,NA,0.549912463629078,0.555433623498683
"svm","classic",0.519893490114613,0.00141451458651684,NA,0.517120508258481,0.522665246815459
"pr","block",0.679829149030201,0.00130849688386357,NA,0.677259126515791,0.68238830373601
"randomraw","block",0.602519091330009,0.00138100244045897,NA,0.599809265331876,0.605222645067906
"random","block",0.4985274032164,0.00141468057984312,NA,0.495754753936634,0.501300143065603
"EGAD","block",0.58926041119877,0.00138927509466782,NA,0.586534773704221,0.591980580057414
"ppr","block",0.679662950774867,0.00130869888073141,NA,0.677092537209596,0.682222506203564
"raw","block",0.65104540360003,0.00134044900798755,NA,0.648413604108606,0.653668025140513
"gm","block",0.378373277373307,0.00136532373719997,NA,0.375701018626129,0.381052941849109
"mc","block",0.608990863113032,0.00137653266369725,NA,0.606289601815065,0.611685461208689
"z","block",0.604284546670733,0.0013798113286523,NA,0.601577001725846,0.606985712618658
"knn","block",0.625034668432744,0.00136421738701372,NA,0.622357060965727,0.627704647735696
"wsld","block",0.624794828605098,0.00136441453702376,NA,0.622116841939251,0.62746520148502
"COSNet","block",0.5152230441059,0.00141404633192281,NA,0.512451124436841,0.517994027488341
"bagsvm","block",0.597978571514421,0.00138396890801906,NA,0.595263069038605,0.600688076542949
"rf","block",0.56367261213556,0.00140191695540769,NA,0.560922978039321,0.566418337146033
"svm","block",0.531013476312628,0.00141177799761466,NA,0.528245516955711,0.533779528739968
"pr","representative",0.695576791802358,0.00127529824951502,NA,0.69307149845889,0.698070544332668
"randomraw","representative",0.619943459437689,0.00136047007288919,NA,0.617273391194072,0.622606288791422
"random","representative",0.516854960060068,0.00141373834572325,NA,0.51408359394038,0.519625289757165
"EGAD","representative",0.606886782904263,0.0013711241974875,NA,0.604196217888928,0.609570876942026
"ppr","representative",0.69541510560316,0.00127552470259871,NA,0.692909372884971,0.697909306396515
"raw","representative",0.667516387250979,0.00131168345226076,NA,0.66494056547648,0.670082231994943
"gm","representative",0.395769739745831,0.00138729908548549,NA,0.393053931354894,0.39849199289152
"mc","representative",0.62630748560455,0.00135485607146238,NA,0.623648234125482,0.628959126268633
"z","representative",0.621680116882244,0.00135896558590402,NA,0.619012946415466,0.624339946807308
"knn","representative",0.642058382534851,0.00133976132662558,NA,0.639428258143209,0.644679982740917
"wsld","representative",0.641823191716316,0.0013399993905708,NA,0.639192607530011,0.644445265277537
"COSNet","representative",0.533511386373107,0.00140986217935195,NA,0.530747107152163,0.536273609332805
"bagsvm","representative",0.615474954156532,0.00136424663221245,NA,0.612797615382941,0.618145316130669
"rf","representative",0.581617409255982,0.0013884847091582,NA,0.578893571386884,0.584336279240559
"svm","representative",0.549227301408317,0.00140454690289646,NA,0.546472960800021,0.551978628412788
