"method","prob","SE","df","asymp.LCL","asymp.UCL"
"pr",0.10563013013434,0.000960661737088829,NA,0.10376201279134,0.107527845588341
"randomraw",0.0596457771809064,0.000733407787418135,NA,0.0582244427369577,0.0610995572366233
"random",0.0471195541667287,0.000654284251736888,NA,0.0458536409408021,0.0484186428339954
"EGAD",0.101878546205866,0.000944785928007962,NA,0.100041662481449,0.103745269278234
"ppr",0.149166353799336,0.0011212646102325,NA,0.146982039698238,0.15137736858768
"raw",0.12282025385649,0.00102890196665412,NA,0.120817838806899,0.12485114367687
"gm",0.0379799822842738,0.000588900175439937,NA,0.0368424562296845,0.0391512022751753
"mc",0.1182126326627,0.00101129312724823,NA,0.11624487915435,0.120209164846299
"z",0.119741252393443,0.0010171876581933,NA,0.117761896560756,0.121749286300087
"knn",0.0891332354812184,0.000887835594993399,NA,0.0874083652241919,0.0908887534599502
"wsld",0.085516092845911,0.000870743081288004,NA,0.0838248328029836,0.087238226757965
"COSNet",0.106507997436161,0.000964322583001348,NA,0.104632677324799,0.108412859000151
"bagsvm",0.106878635291914,0.000965862167174708,NA,0.105000285966601,0.108786502124955
"rf",0.0685458946438089,0.000784027377934989,NA,0.0670250948463401,0.0700986087345285
"svm",0.0683931214434063,0.000783191674374887,NA,0.0668739639948013,0.0699442023914279
