"method","cv_scheme","network","prob","SE","df","asymp.LCL","asymp.UCL"
"z","classic","omnipath",0.0245158788611038,0.000244119386747321,Inf,0.0240419380754571,0.0249989231676695
"knn","classic","omnipath",0.0230815821563028,0.000235755378218235,Inf,0.0226239981080406,0.0235481981374781
"wsld","classic","omnipath",0.0221796386366569,0.000230408971242477,Inf,0.0217325101838202,0.0226357535292042
"COSNet","classic","omnipath",0.0220241384929237,0.000229480050073979,Inf,0.0215788266763002,0.0224784288687629
"bagsvm","classic","omnipath",0.0232264312042811,0.000236607564701915,Inf,0.0227671806027252,0.0236947210105279
"rf","classic","omnipath",0.0150548800365839,0.000185152731715574,Inf,0.0146962613745105,0.0154221127509871
"svm","classic","omnipath",0.0155747615880847,0.000188679384886216,Inf,0.0152092452373889,0.0159489199510041
"pr","block","omnipath",0.0239452685261107,0.000242170364808733,Inf,0.0234751842167367,0.0244245307057168
"randomraw","block","omnipath",0.0177669180558206,0.000204408954485876,Inf,0.0173706878479399,0.0181720192403251
"random","block","omnipath",0.0123249063729725,0.000167020044290248,Inf,0.0120018098007311,0.0126565894923918
"EGAD","block","omnipath",0.0184971547449447,0.000209084485103967,Inf,0.0180917797410734,0.0189114378795101
"ppr","block","omnipath",0.0289888932634351,0.000270630996758389,Inf,0.0284631481518062,0.0295240543453093
"raw","block","omnipath",0.0264587716740669,0.000256571271975085,Inf,0.0259605231726864,0.0269663180895867
"gm","block","omnipath",0.0149674836190008,0.000185805266428397,Inf,0.0146076414001183,0.0153360521729869
"mc","block","omnipath",0.0240520474454545,0.000242791849988967,Inf,0.0235807476731609,0.0245325302439538
"z","block","omnipath",0.0249572537338402,0.000248024730062598,Inf,0.024475719851114,0.0254480141511697
"knn","block","omnipath",0.0234977564997214,0.00023955573382461,Inf,0.0230327857380632,0.0239718834684201
"wsld","block","omnipath",0.0225799262976507,0.000234141113592644,Inf,0.0221255452082557,0.023043418888346
"COSNet","block","omnipath",0.0224216841119911,0.00023320025220336,Inf,0.0219691431266919,0.0228833288534535
"bagsvm","block","omnipath",0.0236451540468236,0.00024041871329317,Inf,0.0231784955165353,0.0241209759290942
"rf","block","omnipath",0.0153285991384995,0.000188272069988622,Inf,0.0149639318267928,0.0157020116409922
"svm","block","omnipath",0.0158577806932533,0.000191848791319516,Inf,0.015486117355243,0.0162382167473254
"pr","representative","omnipath",0.0170565956895014,0.000179369808553135,Inf,0.0167085744231295,0.0174117374961879
"randomraw","representative","omnipath",0.0126326540757769,0.000149860546946235,Inf,0.0123422787805786,0.0129297715601338
"random","representative","omnipath",0.00874926060226713,0.000121250719907879,Inf,0.00851478453665978,0.00899013501084036
"EGAD","representative","omnipath",0.0131546939432143,0.000153481245319155,Inf,0.0128572451904298,0.0134589302667786
"ppr","representative","omnipath",0.0206799920137531,0.000202003319905799,Inf,0.0202877606304384,0.0210796434025383
"raw","representative","omnipath",0.0188609768257663,0.000190781073635456,Inf,0.0184906655880155,0.0192385588953712
"gm","representative","omnipath",0.0106334392397845,0.000135548317239572,Inf,0.0103710262448615,0.0109024187946413
"mc","representative","omnipath",0.0171331952318411,0.00017986050856044,Inf,0.0167842154503437,0.0174893019809633
"z","representative","omnipath",0.0177827529897737,0.000183998519757237,Inf,0.0174256902314278,0.0181469970505689
"knn","representative","omnipath",0.0167356183179904,0.000177307156966007,Inf,0.0163916261759542,0.0170867040222211
"wsld","representative","omnipath",0.0160775707102046,0.000173044691388762,Inf,0.0157419048408149,0.0164202746025595
"COSNet","representative","omnipath",0.0159641533484764,0.000172305283815678,Inf,0.0156299318468218,0.0163054032693354
"bagsvm","representative","omnipath",0.0168413296505075,0.000177987637032855,Inf,0.0164960082750866,0.0171937534812813
"rf","representative","omnipath",0.0108911448548074,0.000137437368303401,Inf,0.0106250409862849,0.0111638380864981
"svm","representative","omnipath",0.0112688875739824,0.000140181127663896,Inf,0.0109974229785809,0.0115469748693618
