"method","cv_scheme","network","prob","SE","df","asymp.LCL","asymp.UCL"
"pr","representative","string",0.712960340002944,0.00126771170802914,NA,0.710469260396647,0.71543857115546
"randomraw","representative","string",0.639406956020311,0.00137163944798973,NA,0.636714245700921,0.642090926828135
"random","representative","string",0.537660597758505,0.00145017990387085,NA,0.534817103907095,0.540501643794578
"EGAD","representative","string",0.62661621434148,0.0013855750327969,NA,0.623896570820946,0.629327875899137
"ppr","representative","string",0.712804074485647,0.00126797706696414,NA,0.7103124789229,0.715282829821507
"raw","representative","string",0.685778430282109,0.00131095184216324,NA,0.683203338086322,0.688342139209702
"gm","representative","string",0.415896946055425,0.00144860069004336,NA,0.413060561198593,0.418738912408586
"mc","representative","string",0.645631364824758,0.0013644252065957,NA,0.642952611259812,0.648301014394114
"z","representative","string",0.641106162949239,0.00136969825773158,NA,0.638417207227326,0.643786279382056
"knn","representative","string",0.661008618134614,0.00134537510081009,NA,0.658366756292704,0.663640487852212
"wsld","representative","string",0.66077930029139,0.00134567212114045,NA,0.65813686288311,0.663411758686871
"COSNet","representative","string",0.554218390800291,0.00144237624994735,NA,0.551389661225141,0.55704361271507
"bagsvm","representative","string",0.635032570800293,0.00137653955077721,NA,0.632330385804462,0.63772627408929
"rf","representative","string",0.601782897502825,0.00140925462876913,NA,0.599017595692176,0.604541718773998
"svm","representative","string",0.569799217730568,0.00143328122509869,NA,0.566987820074825,0.572606121342682
"pr","classic","omnipath",0.651333637461408,0.00139858139591725,NA,0.648587485351015,0.654069775412692
"randomraw","classic","omnipath",0.571480035819557,0.00145121884370286,NA,0.5686333677907,0.574321981096109
"random","classic","omnipath",0.466557347072319,0.00145102890429586,NA,0.463714500002838,0.469402367727998
"EGAD","classic","omnipath",0.557945614762483,0.00145554210232095,NA,0.555090923181593,0.560796482331461
"ppr","classic","omnipath",0.651160237499636,0.00139874746283288,NA,0.648413765627025,0.653896706622261
"raw","classic","omnipath",0.621414723318852,0.00142383965166295,NA,0.618620056657336,0.624201351662878
"gm","classic","omnipath",0.348749877571156,0.00135865114793125,NA,0.346091714507713,0.351417484882247
"mc","classic","omnipath",0.57810330885198,0.00144862668238518,NA,0.575261501030049,0.580939953847214
"z","classic","omnipath",0.573285717349962,0.00145054329573773,NA,0.570440313309924,0.576126278672328
"knn","classic","omnipath",0.594570746503687,0.00144081379313718,NA,0.591743703657635,0.597391532284405
"wsld","classic","omnipath",0.594324068081889,0.00144094530392914,NA,0.59149677568821,0.5971451197982
"COSNet","classic","omnipath",0.48321400475724,0.00145619593163432,NA,0.480360491689257,0.486068612923795
"bagsvm","classic","omnipath",0.566839852735969,0.00145284801269599,NA,0.563990145899475,0.569685145050458
"rf","classic","omnipath",0.53195651311515,0.00146020736058001,NA,0.52909353913789,0.534817384559569
"svm","classic","omnipath",0.499033286389263,0.0014593142662536,NA,0.496173145816202,0.501893490228823
"pr","block","omnipath",0.661392066179129,0.00138042562436935,NA,0.658681229087986,0.664092352859715
"randomraw","block","omnipath",0.582365011042251,0.0014421043158777,NA,0.579535862346062,0.58518874894738
"random","block","omnipath",0.477671547433933,0.00145471312346136,NA,0.474821120435761,0.480523429412148
"EGAD","block","omnipath",0.568915049174585,0.00144805234221368,NA,0.56607468521575,0.571750886356762
"ppr","block","omnipath",0.661221066661591,0.00138060993027375,NA,0.658509873837336,0.663921720035537
"raw","block","omnipath",0.631848408452776,0.00140893432311774,NA,0.629082651398002,0.634605521127492
"gm","block","omnipath",0.358946072611249,0.00137575507746741,NA,0.356254122578146,0.361646936407399
"mc","block","omnipath",0.588941057173391,0.00143872398036756,NA,0.586118317597167,0.591757954257392
"z","block","omnipath",0.584158201124785,0.0014412134014551,NA,0.581330739613054,0.586980134086857
"knn","block","omnipath",0.605274311099284,0.00142897513253674,NA,0.602470142815415,0.608071566789802
"wsld","block","omnipath",0.60502981894219,0.00142913536821736,NA,0.602225344615083,0.607827396667449
