"method","prob","SE","df","asymp.LCL","asymp.UCL"
"pr",0.106181574831218,0.00105845088555827,Inf,0.104124836089192,0.108274029569013
"randomraw",0.0624825654595507,0.000829577321823473,Inf,0.0608762342184646,0.0641283883579787
"random",0.0478648674412136,0.000725940481543426,Inf,0.0464619670875178,0.0493079373474611
"EGAD",0.285437629235652,0.00161517605333083,Inf,0.282282512845174,0.288613829746307
"ppr",0.416507916325673,0.00176100836225962,Inf,0.41306054905122,0.41996346866445
"raw",0.471349210072779,0.00178657342921984,Inf,0.467849057322088,0.474852182365852
"gm",0.160130971618764,0.00131175614847803,Inf,0.157576650522215,0.16271870059865
"mc",0.405252574152165,0.00175174606119082,Inf,0.40182390052596,0.408690515300825
"z",0.445082217531976,0.00178207839338754,Inf,0.441592176728652,0.448577683459441
"knn",0.422962421369222,0.00175886775853397,Inf,0.419518908124427,0.426413436584846
"wsld",0.420236603246666,0.00175690797593982,Inf,0.416797061689027,0.423683908513681
"COSNet",0.194580911399946,0.00143455005248235,Inf,0.191784642014478,0.197407992889476
"bagsvm",0.459057979117736,0.00178242469298257,Inf,0.455566559499549,0.462553422989995
"rf",0.45632662383962,0.00178358597510054,Inf,0.452833067239979,0.459824482761753
"svm",0.395326294088366,0.00175276853706511,Inf,0.391896149873386,0.398766773581379
