"STRING_id","n_disease"
"9606.ENSP00000296490",1
"9606.ENSP00000296511",1
"9606.ENSP00000296575",1
"9606.ENSP00000296597",1
"9606.ENSP00000296677",1
"9606.ENSP00000296679",1
"9606.ENSP00000296741",1
"9606.ENSP00000296869",1
"9606.ENSP00000296980",1
"9606.ENSP00000297044",1
"9606.ENSP00000297107",1
"9606.ENSP00000297135",1
"9606.ENSP00000297229",1
"9606.ENSP00000297323",1
"9606.ENSP00000297347",1
"9606.ENSP00000297350",1
"9606.ENSP00000297404",1
"9606.ENSP00000297494",1
"9606.ENSP00000297792",1
"9606.ENSP00000298139",1
"9606.ENSP00000298229",1
"9606.ENSP00000298282",1
"9606.ENSP00000298492",1
"9606.ENSP00000298552",1
"9606.ENSP00000298892",1
"9606.ENSP00000298910",1
"9606.ENSP00000298942",1
"9606.ENSP00000299022",1
"9606.ENSP00000299084",1
"9606.ENSP00000299138",1
"9606.ENSP00000299218",1
"9606.ENSP00000299339",1
"9606.ENSP00000299565",1
"9606.ENSP00000299767",1
"9606.ENSP00000300105",1
"9606.ENSP00000300131",1
"9606.ENSP00000300589",1
"9606.ENSP00000300659",1
"9606.ENSP00000301050",1
"9606.ENSP00000301068",1
"9606.ENSP00000301141",1
"9606.ENSP00000301887",1
"9606.ENSP00000301920",1
"9606.ENSP00000301956",1
"9606.ENSP00000302150",1
"9606.ENSP00000302227",1
"9606.ENSP00000302578",1
"9606.ENSP00000302599",1
"9606.ENSP00000302768",1
"9606.ENSP00000302805",1
"9606.ENSP00000302830",1
"9606.ENSP00000302936",1
"9606.ENSP00000303208",1
"9606.ENSP00000303211",1
"9606.ENSP00000303212",1
"9606.ENSP00000303424",1
"9606.ENSP00000303434",1
"9606.ENSP00000303437",1
"9606.ENSP00000303507",1
"9606.ENSP00000303511",1
"9606.ENSP00000303584",1
"9606.ENSP00000303585",1
"9606.ENSP00000303634",1
"9606.ENSP00000303830",1
"9606.ENSP00000304858",1
"9606.ENSP00000305422",1
"9606.ENSP00000305529",1
"9606.ENSP00000305682",1
"9606.ENSP00000305824",1
"9606.ENSP00000306080",1
"9606.ENSP00000306275",1
"9606.ENSP00000306477",1
"9606.ENSP00000306606",1
"9606.ENSP00000306817",1
"9606.ENSP00000306894",1
"9606.ENSP00000306920",1
"9606.ENSP00000307208",1
"9606.ENSP00000308165",1
"9606.ENSP00000308193",1
"9606.ENSP00000308318",1
"9606.ENSP00000308344",1
"9606.ENSP00000308383",1
"9606.ENSP00000308541",1
"9606.ENSP00000308549",1
"9606.ENSP00000308887",1
"9606.ENSP00000308937",1
"9606.ENSP00000308938",1
"9606.ENSP00000309597",1
"9606.ENSP00000309913",1
"9606.ENSP00000310003",1
"9606.ENSP00000310040",1
"9606.ENSP00000310596",1
"9606.ENSP00000310661",1
"9606.ENSP00000310832",1
"9606.ENSP00000310901",1
"9606.ENSP00000311245",1
"9606.ENSP00000311336",1
"9606.ENSP00000311436",1
"9606.ENSP00000311579",1
"9606.ENSP00000311609",1
"9606.ENSP00000311697",1
"9606.ENSP00000311837",1
"9606.ENSP00000312129",1
"9606.ENSP00000312734",1
"9606.ENSP00000313437",1
"9606.ENSP00000313691",1
"9606.ENSP00000313756",1
"9606.ENSP00000313851",1
"9606.ENSP00000313875",1
"9606.ENSP00000313885",1
"9606.ENSP00000314067",1
"9606.ENSP00000314499",1
"9606.ENSP00000314508",1
"9606.ENSP00000314544",1
"9606.ENSP00000314556",1
"9606.ENSP00000314709",1
"9606.ENSP00000314807",1
"9606.ENSP00000315654",1
"9606.ENSP00000315757",1
"9606.ENSP00000315768",1
"9606.ENSP00000315791",1
"9606.ENSP00000316054",1
"9606.ENSP00000316244",1
"9606.ENSP00000316328",1
"9606.ENSP00000316333",1
"9606.ENSP00000316454",1
"9606.ENSP00000316779",1
"9606.ENSP00000316809",1
"9606.ENSP00000317300",1
"9606.ENSP00000317469",1
"9606.ENSP00000318077",1
"9606.ENSP00000318147",1
"9606.ENSP00000318298",1
"9606.ENSP00000318406",1
"9606.ENSP00000318445",1
"9606.ENSP00000318650",1
"9606.ENSP00000318902",1
"9606.ENSP00000319060",1
"9606.ENSP00000319166",1
"9606.ENSP00000319279",1
"9606.ENSP00000319281",1
"9606.ENSP00000319591",1
"9606.ENSP00000319635",1
"9606.ENSP00000319678",1
"9606.ENSP00000319690",1
"9606.ENSP00000320130",1
"9606.ENSP00000320251",1
"9606.ENSP00000320291",1
"9606.ENSP00000320324",1
"9606.ENSP00000320543",1
"9606.ENSP00000320935",1
"9606.ENSP00000320940",1
"9606.ENSP00000320949",1
"9606.ENSP00000321221",1
"9606.ENSP00000321348",1
"9606.ENSP00000321507",1
"9606.ENSP00000321656",1
"9606.ENSP00000321805",1
"9606.ENSP00000322460",1
"9606.ENSP00000322788",1
"9606.ENSP00000322898",1
"9606.ENSP00000322926",1
"9606.ENSP00000322957",1
"9606.ENSP00000323194",1
"9606.ENSP00000323588",1
"9606.ENSP00000323740",1
"9606.ENSP00000323926",1
"9606.ENSP00000323967",1
"9606.ENSP00000324172",1
"9606.ENSP00000324248",1
"9606.ENSP00000324527",1
"9606.ENSP00000324532",1
"9606.ENSP00000324944",1
"9606.ENSP00000324960",1
"9606.ENSP00000325065",1
"9606.ENSP00000325296",1
"9606.ENSP00000325660",1
"9606.ENSP00000325785",1
"9606.ENSP00000326022",1
"9606.ENSP00000326119",1
"9606.ENSP00000326366",1
"9606.ENSP00000327025",1
"9606.ENSP00000327077",1
"9606.ENSP00000327213",1
"9606.ENSP00000327214",1
"9606.ENSP00000327251",1
"9606.ENSP00000327255",1
"9606.ENSP00000327824",1
"9606.ENSP00000328118",1
"9606.ENSP00000328133",1
"9606.ENSP00000328511",1
"9606.ENSP00000328547",1
"9606.ENSP00000328813",1
"9606.ENSP00000328968",1
"9606.ENSP00000329002",1
"9606.ENSP00000329093",1
"9606.ENSP00000329097",1
"9606.ENSP00000329748",1
"9606.ENSP00000330219",1
"9606.ENSP00000330393",1
"9606.ENSP00000330523",1
"9606.ENSP00000330633",1
"9606.ENSP00000330737",1
"9606.ENSP00000330836",1
"9606.ENSP00000331288",1
"9606.ENSP00000331504",1
"9606.ENSP00000331544",1
"9606.ENSP00000331574",1
"9606.ENSP00000331664",1
"9606.ENSP00000331698",1
"9606.ENSP00000331727",1
"9606.ENSP00000331902",1
"9606.ENSP00000331983",1
"9606.ENSP00000332013",1
"9606.ENSP00000332049",1
"9606.ENSP00000332116",1
"9606.ENSP00000332118",1
"9606.ENSP00000332171",1
"9606.ENSP00000332816",1
"9606.ENSP00000333142",1
"9606.ENSP00000333275",1
"9606.ENSP00000333298",1
"9606.ENSP00000333568",1
"9606.ENSP00000333667",1
"9606.ENSP00000333896",1
"9606.ENSP00000333948",1
"9606.ENSP00000333950",1
"9606.ENSP00000334051",1
"9606.ENSP00000334068",1
"9606.ENSP00000334145",1
"9606.ENSP00000334280",1
"9606.ENSP00000334851",1
"9606.ENSP00000334934",1
"9606.ENSP00000334941",1
"9606.ENSP00000335044",1
"9606.ENSP00000335062",1
"9606.ENSP00000335094",1
"9606.ENSP00000335321",1
"9606.ENSP00000335632",1
"9606.ENSP00000336524",1
"9606.ENSP00000336552",1
"9606.ENSP00000336655",1
"9606.ENSP00000336762",1
"9606.ENSP00000336783",1
"9606.ENSP00000336831",1
"9606.ENSP00000336856",1
"9606.ENSP00000336888",1
"9606.ENSP00000336914",1
"9606.ENSP00000337159",1
"9606.ENSP00000337354",1
"9606.ENSP00000337451",1
"9606.ENSP00000337459",1
"9606.ENSP00000337572",1
"9606.ENSP00000337722",1
"9606.ENSP00000337907",1
"9606.ENSP00000337949",1
"9606.ENSP00000338010",1
"9606.ENSP00000338020",1
"9606.ENSP00000338171",1
"9606.ENSP00000338283",1
"9606.ENSP00000338345",1
"9606.ENSP00000338349",1
"9606.ENSP00000338777",1
"9606.ENSP00000338785",1
"9606.ENSP00000339004",1
"9606.ENSP00000339377",1
"9606.ENSP00000339527",1
"9606.ENSP00000339587",1
"9606.ENSP00000339723",1
"9606.ENSP00000339916",1
"9606.ENSP00000339960",1
"9606.ENSP00000339992",1
"9606.ENSP00000340118",1
"9606.ENSP00000340200",1
"9606.ENSP00000340836",1
"9606.ENSP00000340900",1
"9606.ENSP00000340943",1
"9606.ENSP00000341071",1
"9606.ENSP00000341364",1
"9606.ENSP00000342007",1
"9606.ENSP00000342011",1
"9606.ENSP00000342070",1
"9606.ENSP00000342105",1
"9606.ENSP00000342235",1
"9606.ENSP00000342278",1
"9606.ENSP00000342385",1
"9606.ENSP00000342667",1
"9606.ENSP00000342681",1
"9606.ENSP00000342858",1
"9606.ENSP00000342886",1
"9606.ENSP00000342924",1
"9606.ENSP00000342952",1
"9606.ENSP00000343273",1
"9606.ENSP00000343318",1
"9606.ENSP00000343428",1
"9606.ENSP00000343557",1
"9606.ENSP00000343764",1
"9606.ENSP00000343838",1
"9606.ENSP00000343885",1
"9606.ENSP00000343925",1
"9606.ENSP00000344087",1
"9606.ENSP00000344173",1
"9606.ENSP00000344215",1
"9606.ENSP00000344401",1
"9606.ENSP00000344403",1
"9606.ENSP00000344479",1
"9606.ENSP00000344546",1
"9606.ENSP00000344549",1
"9606.ENSP00000344724",1
"9606.ENSP00000344782",1
"9606.ENSP00000344786",1
"9606.ENSP00000344967",1
"9606.ENSP00000345055",1
"9606.ENSP00000345064",1
"9606.ENSP00000345193",1
"9606.ENSP00000345229",1
"9606.ENSP00000345270",1
"9606.ENSP00000345502",1
"9606.ENSP00000345708",1
"9606.ENSP00000345731",1
"9606.ENSP00000345848",1
"9606.ENSP00000345873",1
"9606.ENSP00000346120",1
"9606.ENSP00000346151",1
"9606.ENSP00000346340",1
"9606.ENSP00000346389",1
"9606.ENSP00000346483",1
"9606.ENSP00000346693",1
"9606.ENSP00000346839",1
"9606.ENSP00000346986",1
"9606.ENSP00000347169",1
"9606.ENSP00000347188",1
"9606.ENSP00000347244",1
"9606.ENSP00000347294",1
"9606.ENSP00000347329",1
"9606.ENSP00000347418",1
"9606.ENSP00000347451",1
"9606.ENSP00000347538",1
"9606.ENSP00000347596",1
"9606.ENSP00000347665",1
"9606.ENSP00000347792",1
"9606.ENSP00000347839",1
"9606.ENSP00000347847",1
"9606.ENSP00000347931",1
"9606.ENSP00000347942",1
"9606.ENSP00000348069",1
"9606.ENSP00000348215",1
"9606.ENSP00000348278",1
"9606.ENSP00000348381",1
"9606.ENSP00000348459",1
"9606.ENSP00000348577",1
"9606.ENSP00000348578",1
"9606.ENSP00000348827",1
"9606.ENSP00000348849",1
"9606.ENSP00000348897",1
"9606.ENSP00000348984",1
"9606.ENSP00000348986",1
"9606.ENSP00000349252",1
"9606.ENSP00000349365",1
"9606.ENSP00000349541",1
"9606.ENSP00000349543",1
"9606.ENSP00000349588",1
"9606.ENSP00000349723",1
"9606.ENSP00000349748",1
"9606.ENSP00000349967",1
"9606.ENSP00000350132",1
"9606.ENSP00000350170",1
"9606.ENSP00000350249",1
"9606.ENSP00000350719",1
"9606.ENSP00000350894",1
"9606.ENSP00000350896",1
"9606.ENSP00000350928",1
"9606.ENSP00000351497",1
"9606.ENSP00000351552",1
"9606.ENSP00000351618",1
"9606.ENSP00000351671",1
"9606.ENSP00000351790",1
"9606.ENSP00000351905",1
"9606.ENSP00000351957",1
"9606.ENSP00000352248",1
"9606.ENSP00000352264",1
"9606.ENSP00000352336",1
"9606.ENSP00000352513",1
"9606.ENSP00000352522",1
"9606.ENSP00000352655",1
"9606.ENSP00000352839",1
"9606.ENSP00000352900",1
"9606.ENSP00000353030",1
"9606.ENSP00000353099",1
"9606.ENSP00000353292",1
"9606.ENSP00000353344",1
"9606.ENSP00000353362",1
"9606.ENSP00000353401",1
"9606.ENSP00000353458",1
"9606.ENSP00000353508",1
"9606.ENSP00000353654",1
"9606.ENSP00000353741",1
"9606.ENSP00000353854",1
"9606.ENSP00000353904",1
"9606.ENSP00000353915",1
"9606.ENSP00000353988",1
"9606.ENSP00000354213",1
"9606.ENSP00000354238",1
"9606.ENSP00000354376",1
"9606.ENSP00000354398",1
"9606.ENSP00000354416",1
"9606.ENSP00000354511",1
"9606.ENSP00000354519",1
"9606.ENSP00000354526",1
"9606.ENSP00000354621",1
"9606.ENSP00000354623",1
"9606.ENSP00000354718",1
"9606.ENSP00000354777",1
"9606.ENSP00000354778",1
"9606.ENSP00000354782",1
"9606.ENSP00000354859",1
"9606.ENSP00000355014",1
"9606.ENSP00000355046",1
"9606.ENSP00000355133",1
"9606.ENSP00000355136",1
"9606.ENSP00000355155",1
"9606.ENSP00000355180",1
"9606.ENSP00000355273",1
"9606.ENSP00000355377",1
"9606.ENSP00000355387",1
"9606.ENSP00000355499",1
"9606.ENSP00000355523",1
"9606.ENSP00000355533",1
"9606.ENSP00000355568",1
"9606.ENSP00000355580",1
"9606.ENSP00000355593",1
"9606.ENSP00000355627",1
"9606.ENSP00000355632",1
"9606.ENSP00000355652",1
"9606.ENSP00000355718",1
"9606.ENSP00000355747",1
"9606.ENSP00000355865",1
"9606.ENSP00000355866",1
"9606.ENSP00000355870",1
"9606.ENSP00000355877",1
"9606.ENSP00000355961",1
"9606.ENSP00000355988",1
"9606.ENSP00000356016",1
"9606.ENSP00000356189",1
"9606.ENSP00000356331",1
"9606.ENSP00000356429",1
"9606.ENSP00000356436",1
"9606.ENSP00000356505",1
"9606.ENSP00000356623",1
"9606.ENSP00000356771",1
"9606.ENSP00000356791",1
"9606.ENSP00000356832",1
"9606.ENSP00000356848",1
"9606.ENSP00000356975",1
"9606.ENSP00000357112",1
"9606.ENSP00000357122",1
"9606.ENSP00000357196",1
"9606.ENSP00000357283",1
"9606.ENSP00000357306",1
"9606.ENSP00000357440",1
"9606.ENSP00000357474",1
"9606.ENSP00000357475",1
"9606.ENSP00000357643",1
"9606.ENSP00000357750",1
"9606.ENSP00000357789",1
"9606.ENSP00000357791",1
"9606.ENSP00000357835",1
"9606.ENSP00000357920",1
"9606.ENSP00000357986",1
"9606.ENSP00000358033",1
"9606.ENSP00000358089",1
"9606.ENSP00000358092",1
"9606.ENSP00000358106",1
"9606.ENSP00000358126",1
"9606.ENSP00000358265",1
"9606.ENSP00000358374",1
"9606.ENSP00000358501",1
"9606.ENSP00000358708",1
"9606.ENSP00000358719",1
"9606.ENSP00000358814",1
"9606.ENSP00000358903",1
"9606.ENSP00000358956",1
"9606.ENSP00000358994",1
"9606.ENSP00000358997",1
"9606.ENSP00000359095",1
"9606.ENSP00000359127",1
"9606.ENSP00000359221",1
"9606.ENSP00000359285",1
"9606.ENSP00000359356",1
"9606.ENSP00000359552",1
"9606.ENSP00000359583",1
"9606.ENSP00000359643",1
"9606.ENSP00000359837",1
"9606.ENSP00000359976",1
"9606.ENSP00000360054",1
"9606.ENSP00000360124",1
"9606.ENSP00000360231",1
"9606.ENSP00000360483",1
"9606.ENSP00000360798",1
"9606.ENSP00000360806",1
"9606.ENSP00000360938",1
"9606.ENSP00000361014",1
"9606.ENSP00000361066",1
"9606.ENSP00000361112",1
"9606.ENSP00000361502",1
"9606.ENSP00000361818",1
"9606.ENSP00000361850",1
"9606.ENSP00000361892",1
"9606.ENSP00000361929",1
"9606.ENSP00000361949",1
"9606.ENSP00000362174",1
"9606.ENSP00000362195",1
"9606.ENSP00000362205",1
"9606.ENSP00000362244",1
"9606.ENSP00000362304",1
"9606.ENSP00000362306",1
"9606.ENSP00000362442",1
"9606.ENSP00000362508",1
"9606.ENSP00000362608",1
"9606.ENSP00000362849",1
"9606.ENSP00000363079",1
"9606.ENSP00000363338",1
"9606.ENSP00000363489",1
"9606.ENSP00000363571",1
"9606.ENSP00000363708",1
"9606.ENSP00000363827",1
"9606.ENSP00000363832",1
"9606.ENSP00000363836",1
"9606.ENSP00000363921",1
"9606.ENSP00000364163",1
"9606.ENSP00000364261",1
"9606.ENSP00000364685",1
"9606.ENSP00000364883",1
"9606.ENSP00000365016",1
"9606.ENSP00000365019",1
"9606.ENSP00000365103",1
"9606.ENSP00000365198",1
"9606.ENSP00000365301",1
"9606.ENSP00000365380",1
"9606.ENSP00000365643",1
"9606.ENSP00000365663",1
"9606.ENSP00000365837",1
"9606.ENSP00000365840",1
"9606.ENSP00000365920",1
"9606.ENSP00000366084",1
"9606.ENSP00000366246",1
"9606.ENSP00000366267",1
"9606.ENSP00000366326",1
"9606.ENSP00000366525",1
"9606.ENSP00000366800",1
"9606.ENSP00000366863",1
"9606.ENSP00000366894",1
"9606.ENSP00000366936",1
"9606.ENSP00000367001",1
"9606.ENSP00000367075",1
"9606.ENSP00000367207",1
"9606.ENSP00000367220",1
"9606.ENSP00000367229",1
"9606.ENSP00000367263",1
"9606.ENSP00000367316",1
"9606.ENSP00000367756",1
"9606.ENSP00000367888",1
"9606.ENSP00000367972",1
"9606.ENSP00000368066",1
"9606.ENSP00000368124",1
"9606.ENSP00000368391",1
"9606.ENSP00000368414",1
"9606.ENSP00000368824",1
"9606.ENSP00000369003",1
"9606.ENSP00000369154",1
"9606.ENSP00000369213",1
"9606.ENSP00000369217",1
"9606.ENSP00000369270",1
"9606.ENSP00000369312",1
"9606.ENSP00000369351",1
"9606.ENSP00000369375",1
"9606.ENSP00000369666",1
"9606.ENSP00000369716",1
"9606.ENSP00000369981",1
"9606.ENSP00000370003",1
"9606.ENSP00000370200",1
"9606.ENSP00000370253",1
"9606.ENSP00000370340",1
"9606.ENSP00000370381",1
"9606.ENSP00000370521",1
"9606.ENSP00000370671",1
"9606.ENSP00000370737",1
"9606.ENSP00000370880",1
"9606.ENSP00000370938",1
"9606.ENSP00000371152",1
"9606.ENSP00000371341",1
"9606.ENSP00000371347",1
"9606.ENSP00000371432",1
"9606.ENSP00000371532",1
"9606.ENSP00000371594",1
"9606.ENSP00000371634",1
"9606.ENSP00000371790",1
"9606.ENSP00000371905",1
"9606.ENSP00000371985",1
"9606.ENSP00000372005",1
"9606.ENSP00000373169",1
"9606.ENSP00000373472",1
"9606.ENSP00000373574",1
"9606.ENSP00000373698",1
"9606.ENSP00000374135",1
"9606.ENSP00000374280",1
"9606.ENSP00000374357",1
"9606.ENSP00000374443",1
"9606.ENSP00000374455",1
"9606.ENSP00000375069",1
"9606.ENSP00000375726",1
"9606.ENSP00000375736",1
"9606.ENSP00000375892",1
"9606.ENSP00000375899",1
"9606.ENSP00000376024",1
"9606.ENSP00000376177",1
"9606.ENSP00000376215",1
"9606.ENSP00000376268",1
"9606.ENSP00000376293",1
"9606.ENSP00000376306",1
"9606.ENSP00000376309",1
"9606.ENSP00000376317",1
"9606.ENSP00000376570",1
"9606.ENSP00000376609",1
"9606.ENSP00000376921",1
"9606.ENSP00000376943",1
"9606.ENSP00000377015",1
"9606.ENSP00000377047",1
"9606.ENSP00000377233",1
"9606.ENSP00000377262",1
"9606.ENSP00000377374",1
"9606.ENSP00000377721",1
"9606.ENSP00000377793",1
"9606.ENSP00000377801",1
"9606.ENSP00000377833",1
"9606.ENSP00000377954",1
"9606.ENSP00000378130",1
"9606.ENSP00000378307",1
"9606.ENSP00000378400",1
"9606.ENSP00000378578",1
"9606.ENSP00000378699",1
"9606.ENSP00000379065",1
"9606.ENSP00000379098",1
"9606.ENSP00000379144",1
"9606.ENSP00000379228",1
"9606.ENSP00000379258",1
"9606.ENSP00000379330",1
"9606.ENSP00000379514",1
"9606.ENSP00000379658",1
"9606.ENSP00000379839",1
"9606.ENSP00000379866",1
"9606.ENSP00000379901",1
"9606.ENSP00000380150",1
"9606.ENSP00000380177",1
"9606.ENSP00000380308",1
"9606.ENSP00000380349",1
"9606.ENSP00000380460",1
"9606.ENSP00000380602",1
"9606.ENSP00000380718",1
"9606.ENSP00000380734",1
"9606.ENSP00000380824",1
"9606.ENSP00000380855",1
"9606.ENSP00000381270",1
"9606.ENSP00000381412",1
"9606.ENSP00000381499",1
"9606.ENSP00000381504",1
"9606.ENSP00000381549",1
"9606.ENSP00000381657",1
"9606.ENSP00000381739",1
"9606.ENSP00000381840",1
"9606.ENSP00000381891",1
"9606.ENSP00000381932",1
"9606.ENSP00000382083",1
"9606.ENSP00000382104",1
"9606.ENSP00000382178",1
"9606.ENSP00000382260",1
"9606.ENSP00000382423",1
"9606.ENSP00000382770",1
"9606.ENSP00000383059",1
"9606.ENSP00000383168",1
"9606.ENSP00000383295",1
"9606.ENSP00000383894",1
"9606.ENSP00000383986",1
"9606.ENSP00000384169",1
"9606.ENSP00000384192",1
"9606.ENSP00000384610",1
"9606.ENSP00000384625",1
"9606.ENSP00000384708",1
"9606.ENSP00000384725",1
"9606.ENSP00000384892",1
"9606.ENSP00000385019",1
"9606.ENSP00000385026",1
"9606.ENSP00000385142",1
"9606.ENSP00000385450",1
"9606.ENSP00000385751",1
"9606.ENSP00000385795",1
"9606.ENSP00000385806",1
"9606.ENSP00000386043",1
"9606.ENSP00000386121",1
"9606.ENSP00000386180",1
"9606.ENSP00000386722",1
"9606.ENSP00000387641",1
"9606.ENSP00000387699",1
"9606.ENSP00000387946",1
"9606.ENSP00000388001",1
"9606.ENSP00000388550",1
"9606.ENSP00000388825",1
"9606.ENSP00000388942",1
"9606.ENSP00000389414",1
"9606.ENSP00000389951",1
"9606.ENSP00000390478",1
"9606.ENSP00000390590",1
"9606.ENSP00000391372",1
"9606.ENSP00000391490",1
"9606.ENSP00000391774",1
"9606.ENSP00000391826",1
"9606.ENSP00000392057",1
"9606.ENSP00000392423",1
"9606.ENSP00000392828",1
"9606.ENSP00000392896",1
"9606.ENSP00000393275",1
"9606.ENSP00000393511",1
"9606.ENSP00000394316",1
"9606.ENSP00000394405",1
"9606.ENSP00000394624",1
"9606.ENSP00000395007",1
"9606.ENSP00000395574",1
"9606.ENSP00000395742",1
"9606.ENSP00000395772",1
"9606.ENSP00000395929",1
"9606.ENSP00000396068",1
"9606.ENSP00000396688",1
"9606.ENSP00000396915",1
"9606.ENSP00000397181",1
"9606.ENSP00000397351",1
"9606.ENSP00000397435",1
"9606.ENSP00000397566",1
"9606.ENSP00000398273",1
"9606.ENSP00000399588",1
"9606.ENSP00000400258",1
"9606.ENSP00000401018",1
"9606.ENSP00000401514",1
"9606.ENSP00000401802",1
"9606.ENSP00000401980",1
"9606.ENSP00000402935",1
"9606.ENSP00000403397",1
"9606.ENSP00000403524",1
"9606.ENSP00000404063",1
"9606.ENSP00000405176",1
"9606.ENSP00000406229",1
"9606.ENSP00000406909",1
"9606.ENSP00000408405",1
"9606.ENSP00000409667",1
"9606.ENSP00000409799",1
"9606.ENSP00000410294",1
"9606.ENSP00000410447",1
"9606.ENSP00000410732",1
"9606.ENSP00000410833",1
"9606.ENSP00000411672",1
"9606.ENSP00000412178",1
"9606.ENSP00000412267",1
"9606.ENSP00000412394",1
"9606.ENSP00000412788",1
"9606.ENSP00000413493",1
"9606.ENSP00000413520",1
"9606.ENSP00000413697",1
"9606.ENSP00000414287",1
"9606.ENSP00000414303",1
"9606.ENSP00000415941",1
"9606.ENSP00000416330",1
"9606.ENSP00000416706",1
"9606.ENSP00000416959",1
"9606.ENSP00000417335",1
"9606.ENSP00000417569",1
"9606.ENSP00000417659",1
"9606.ENSP00000417901",1
"9606.ENSP00000418191",1
"9606.ENSP00000419101",1
"9606.ENSP00000419361",1
"9606.ENSP00000419628",1
"9606.ENSP00000419923",1
"9606.ENSP00000419952",1
"9606.ENSP00000420194",1
"9606.ENSP00000420321",1
"9606.ENSP00000422496",1
"9606.ENSP00000422591",1
"9606.ENSP00000424328",1
"9606.ENSP00000425845",1
"9606.ENSP00000426120",1
"9606.ENSP00000427211",1
"9606.ENSP00000427562",1
"9606.ENSP00000427802",1
"9606.ENSP00000427888",1
"9606.ENSP00000428209",1
"9606.ENSP00000428325",1
"9606.ENSP00000428518",1
"9606.ENSP00000429824",1
"9606.ENSP00000430128",1
"9606.ENSP00000430333",1
"9606.ENSP00000430338",1
"9606.ENSP00000430955",1
"9606.ENSP00000431245",1
"9606.ENSP00000431391",1
"9606.ENSP00000433352",1
"9606.ENSP00000435926",1
"9606.ENSP00000438095",1
"9606.ENSP00000438400",1
"9606.ENSP00000439065",1
"9606.ENSP00000439594",1
"9606.ENSP00000439918",1
"9606.ENSP00000440045",1
"9606.ENSP00000440374",1
"9606.ENSP00000441691",1
"9606.ENSP00000441823",1
"9606.ENSP00000442518",1
"9606.ENSP00000443988",1
"9606.ENSP00000444856",1
"9606.ENSP00000445162",1
"9606.ENSP00000446100",1
"9606.ENSP00000448059",1
"9606.ENSP00000449241",1
"9606.ENSP00000450353",1
"9606.ENSP00000452454",1
"9606.ENSP00000453793",1
"9606.ENSP00000454014",1
"9606.ENSP00000454071",1
"9606.ENSP00000460823",1
"9606.ENSP00000462664",1
"9606.ENSP00000462701",1
"9606.ENSP00000462986",1
"9606.ENSP00000465737",1
"9606.ENSP00000467494",1
"9606.ENSP00000468991",1
"9606.ENSP00000469049",1
