"STRING_id","allergy","Alzheimers.disease","arthritis","asthma","bipolar.disorder","cardiac.arrhythmia","chronic.obstructive.pulmonary.disease","coronary.heart.disease","drug.dependence","hypertension","multiple.sclerosis","obesity","Parkinson.s.disease","psoriasis","rheumatoid.arthritis","schizophrenia","stroke","systemic.lupus.erythematosus","type.I.diabetes.mellitus","type.II.diabetes.mellitus","ulcerative.colitis","unipolar.depression"
"9606.ENSP00000354884",0.001845559,0.00255567,0.004522433,0.003002683,0.002831866,0.003220811,0.002747156,0.003561452,0.00384478,0.003933366,0.003615345,0.004432618,0.003780812,0.002436108,0.002308569,0.003868771,0.003590882,0.001889602,0.002097359,0.003403818,0.001282329,0.003521692
"9606.ENSP00000354900",0.002587821,0.004504764,0.01127241,0.003473729,0.005327008,0.009454863,0.00430895,0.009370842,0.005871564,0.007059239,0.007509884,0.01026563,0.005893084,0.0054126,0.004142988,0.009527403,0.006495884,0.00713789,0.003982566,0.00546537,0.002934172,0.00504137
"9606.ENSP00000354901",0.01120054,0.01446214,0.02674475,0.01863278,0.01710523,0.0176905,0.01638209,0.02034654,0.02253384,0.0218605,0.02167837,0.02645997,0.02228257,0.01517281,0.01368946,0.02388507,0.02044894,0.01128693,0.01302947,0.0202458,0.008038469,0.0213177
"9606.ENSP00000354910",0.006077899,0.01214109,0.018534,0.008310334,0.0114137,0.01343255,0.009115172,0.01315194,0.0125635,0.01547357,0.01572953,0.0152562,0.01280038,0.01265556,0.01004037,0.01352302,0.01450963,0.008705243,0.009327204,0.01162239,0.006824882,0.01130977
"9606.ENSP00000354911",0.003723198,0.006497514,0.0138211,0.005657294,0.008023606,0.009121125,0.006423366,0.009538173,0.007581586,0.01080996,0.01107594,0.01023991,0.007777126,0.007813374,0.008112205,0.009084011,0.008368099,0.00797593,0.006686624,0.008618883,0.003913648,0.00703174
"9606.ENSP00000354916",0.004778592,0.008068123,0.01536252,0.00646964,0.01016184,0.0119894,0.007933604,0.01242779,0.01043099,0.0132819,0.0207595,0.01374599,0.01036647,0.008625945,0.007717325,0.01244187,0.01117313,0.008304321,0.007564233,0.01059813,0.00446727,0.009164114
"9606.ENSP00000354920",0.002142841,0.003760359,0.007372201,0.002995542,0.00573088,0.006616935,0.004424965,0.00678539,0.005010617,0.007202721,0.006463667,0.00731991,0.004932047,0.003997594,0.003753966,0.00652723,0.005377893,0.004586276,0.004191087,0.005970559,0.002034112,0.004317904
"9606.ENSP00000354923",0.005413469,0.00975785,0.0173906,0.007708621,0.01055533,0.01487194,0.008867285,0.01286675,0.01285842,0.01576664,0.0157624,0.01557796,0.01324917,0.00981211,0.008940408,0.01347678,0.02200006,0.007944037,0.007666487,0.01077947,0.005325948,0.01100027
"9606.ENSP00000354927",0.005940159,0.01017388,0.02073616,0.008598875,0.01184287,0.01467591,0.01058936,0.01423767,0.01302847,0.01684402,0.01618635,0.01610405,0.01396935,0.01170181,0.01139602,0.01419554,0.01422371,0.0097426,0.009775523,0.01343166,0.005940805,0.0119972
"9606.ENSP00000354929",0.002935337,0.003365935,0.01147657,0.004190949,0.009621231,0.004532459,0.004637548,0.01073333,0.004817676,0.008219258,0.006131766,0.01114803,0.004614235,0.004146238,0.008521752,0.006314819,0.005542166,0.004684819,0.003154208,0.01017519,0.002681187,0.003819648
