"STRING_id","degree","pagerank","betweenness","number_diseases"
"9606.ENSP00000217270",136,0.000137262624021758,4.15618547473529e-09,0
"9606.ENSP00000217305",184,0.000165050041925209,1.2015448534531e-07,0
"9606.ENSP00000217372",5,2.8858968767483e-05,1.01463787624929e-07,0
"9606.ENSP00000217381",21,7.63490538317045e-05,0.000152623882779215,0
"9606.ENSP00000217386",138,0.000143582729070967,0.000117337980433118,0
"9606.ENSP00000217402",36,0.000128146498073438,4.31124465227256e-05,0
"9606.ENSP00000217407",7,3.17635302487333e-05,4.60947571375583e-05,0
"9606.ENSP00000217420",8,4.47529730609104e-05,0,0
"9606.ENSP00000217426",15,8.37489070956323e-05,0.00019410747313989,0
"9606.ENSP00000217429",2,1.99074841805748e-05,0,0
