"disease","uniprot.id"
"drug dependence","P22303"
"drug dependence","Q7Z418"
"drug dependence","P30531"
"drug dependence","Q01668"
"drug dependence","Q9UBS5"
"drug dependence","P51649"
"drug dependence","P00918"
"drug dependence","P20711"
"drug dependence","P23219"
"drug dependence","P49286"
"drug dependence","P43681"
"drug dependence","Q13639"
"drug dependence","P33402"
"drug dependence","Q14957"
"drug dependence","P25103"
"drug dependence","Q9UI33"
"drug dependence","Q15858"
"drug dependence","Q9P0X4"
"drug dependence","O00305"
"drug dependence","P18825"
"drug dependence","P21964"
"drug dependence","O75899"
"drug dependence","O60391"
"drug dependence","P30559"
"drug dependence","Q16099"
"drug dependence","P22748"
"drug dependence","Q02108"
"drug dependence","P80404"
"drug dependence","P30926"
"drug dependence","P32297"
"drug dependence","P06276"
"drug dependence","P17787"
"drug dependence","P30532"
"hypertension","Q14432"
"hypertension","O14920"
"hypertension","P62942"
"hypertension","P37088"
"hypertension","Q8NER1"
"hypertension","P07949"
"hypertension","Q07869"
"hypertension","P04049"
"hypertension","Q16236"
"hypertension","P10721"
"hypertension","P11473"
"hypertension","P08913"
"hypertension","P18505"
"hypertension","P47870"
"hypertension","P18507"
"hypertension","P37231"
"hypertension","P08235"
"hypertension","P09619"
"hypertension","Q05397"
"hypertension","P35968"
"hypertension","P17948"
"hypertension","P16066"
"hypertension","O76074"
"hypertension","P31645"
"hypertension","P15056"
"hypertension","Q99683"
"hypertension","P00519"
"hypertension","P51170"
"hypertension","Q13936"
"hypertension","Q08499"
"hypertension","P03372"
"hypertension","P07550"
"hypertension","Q9Y375"
"hypertension","P25101"
"hypertension","P30542"
"hypertension","P18089"
"hypertension","Q9H244"
"hypertension","Q13698"
"hypertension","P04150"
"hypertension","O75762"
"hypertension","Q7Z2W7"
"hypertension","P05023"
"hypertension","P54710"
"hypertension","P30968"
"hypertension","P35354"
"hypertension","P24530"
"hypertension","P01375"
"hypertension","Q05940"
"hypertension","Q14654"
"hypertension","Q15842"
"hypertension","P43119"
"hypertension","Q9HBX9"
"hypertension","P47989"
"hypertension","P35348"
"hypertension","P35499"
"hypertension","Q14524"
"hypertension","P21728"
"hypertension","P30556"
"hypertension","P05026"
"hypertension","P14867"
"hypertension","P35368"
"hypertension","Q9Y5Y9"
"hypertension","Q92731"
"hypertension","Q9UQD0"
"hypertension","P08473"
"hypertension","Q13370"
"hypertension","P27815"
"hypertension","P08588"
"hypertension","P07101"
"hypertension","Q08493"
"hypertension","Q07343"
"hypertension","P00439"
"hypertension","O43181"
"hypertension","P04035"
"hypertension","P55017"
"hypertension","P29274"
"hypertension","P08887"
"hypertension","P35916"
"hypertension","P11511"
"hypertension","P19404"
"hypertension","Q02153"
"hypertension","P13945"
"hypertension","P03891"
"hypertension","Q14145"
"hypertension","P23975"
"hypertension","P06401"
"hypertension","Q9NY46"
"hypertension","P02708"
"hypertension","Q99250"
"hypertension","P35498"
"hypertension","P14778"
"hypertension","P12821"
"hypertension","Q9P0J0"
"hypertension","P48169"
"hypertension","P51168"
"hypertension","P36888"
"hypertension","P42081"
"hypertension","O75489"
"hypertension","Q01668"
"hypertension","O60706"
"hypertension","P21397"
"hypertension","P12268"
"hypertension","P11230"
"hypertension","Q07001"
"hypertension","Q04844"
"hypertension","P00918"
"hypertension","P23219"
"hypertension","P43304"
"hypertension","P00797"
"hypertension","O96000"
"hypertension","P43115"
"hypertension","P33681"
"hypertension","Q16795"
"hypertension","P28331"
"hypertension","P43681"
"hypertension","P33402"
"hypertension","O95169"
"hypertension","Q13621"
"hypertension","O75380"
"hypertension","Q9UI33"
"hypertension","Q15858"
"hypertension","P03905"
"hypertension","O75306"
"hypertension","O00483"
"hypertension","P01008"
"hypertension","Q8WXD0"
"hypertension","P18825"
"hypertension","P30559"
"hypertension","P22748"
"hypertension","P49821"
"hypertension","P56181"
"hypertension","Q02108"
"hypertension","O43678"
"hypertension","Q9UI09"
"hypertension","P51970"
"hypertension","O95139"
"hypertension","O43674"
"hypertension","O95182"
"hypertension","O00217"
"hypertension","P56556"
"hypertension","Q9Y6M9"
"hypertension","P03923"
"hypertension","O75251"
"hypertension","P30926"
"hypertension","P32297"
"hypertension","Q16718"
"hypertension","O75438"
"hypertension","P03886"
"hypertension","O95168"
"hypertension","P03915"
"hypertension","P14415"
"hypertension","P17787"
"multiple sclerosis","O14818"
"multiple sclerosis","P25789"
"multiple sclerosis","P60900"
"multiple sclerosis","P28070"
"multiple sclerosis","P25787"
"multiple sclerosis","P62942"
"multiple sclerosis","P37088"
"multiple sclerosis","P10275"
"multiple sclerosis","P49840"
"multiple sclerosis","Q13224"
"multiple sclerosis","Q05586"
"multiple sclerosis","P49841"
"multiple sclerosis","P22001"
"multiple sclerosis","P10721"
"multiple sclerosis","P11473"
"multiple sclerosis","P11388"
"multiple sclerosis","P01589"
"multiple sclerosis","P48551"
"multiple sclerosis","P41143"
"multiple sclerosis","P08913"
"multiple sclerosis","Q03721"
"multiple sclerosis","P26010"
"multiple sclerosis","O15399"
"multiple sclerosis","P60880"
"multiple sclerosis","Q16186"
"multiple sclerosis","P55036"
"multiple sclerosis","P09619"
"multiple sclerosis","P14416"
"multiple sclerosis","P35367"
"multiple sclerosis","P31645"
"multiple sclerosis","P51170"
"multiple sclerosis","P22607"
"multiple sclerosis","P05556"
"multiple sclerosis","Q09470"
"multiple sclerosis","Q12809"
"multiple sclerosis","P18089"
"multiple sclerosis","P04150"
"multiple sclerosis","P35372"
"multiple sclerosis","Q12879"
"multiple sclerosis","Q8TCU5"
"multiple sclerosis","P35354"
"multiple sclerosis","P16234"
"multiple sclerosis","P21453"
"multiple sclerosis","P17181"
"multiple sclerosis","Q05940"
"multiple sclerosis","P14784"
"multiple sclerosis","P22460"
"multiple sclerosis","Q9NZV8"
"multiple sclerosis","P15391"
"multiple sclerosis","P17980"
"multiple sclerosis","P35499"
"multiple sclerosis","Q14524"
"multiple sclerosis","P41145"
"multiple sclerosis","Q9UK17"
"multiple sclerosis","O43525"
"multiple sclerosis","O43526"
"multiple sclerosis","Q9Y5Y9"
"multiple sclerosis","P51787"
"multiple sclerosis","Q9UQD0"
"multiple sclerosis","O95259"
"multiple sclerosis","P29218"
"multiple sclerosis","P16389"
"multiple sclerosis","P11836"
"multiple sclerosis","P13612"
"multiple sclerosis","P22459"
"multiple sclerosis","P62195"
"multiple sclerosis","P04035"
"multiple sclerosis","P56696"
"multiple sclerosis","Q01959"
"multiple sclerosis","P31350"
"multiple sclerosis","P10828"
"multiple sclerosis","Q14721"
"multiple sclerosis","P13945"
"multiple sclerosis","Q9NR82"
"multiple sclerosis","P51665"
"multiple sclerosis","P60896"
"multiple sclerosis","P25788"
"multiple sclerosis","P35998"
"multiple sclerosis","P28074"
"multiple sclerosis","P62191"
"multiple sclerosis","Q99460"
"multiple sclerosis","O43242"
"multiple sclerosis","P28066"
"multiple sclerosis","O00232"
"multiple sclerosis","Q9UNM6"
"multiple sclerosis","P62333"
"multiple sclerosis","Q13200"
"multiple sclerosis","O00231"
"multiple sclerosis","P49720"
"multiple sclerosis","P40306"
"multiple sclerosis","P28065"
"multiple sclerosis","P43686"
"multiple sclerosis","Q99436"
"multiple sclerosis","P28072"
"multiple sclerosis","P28062"
"multiple sclerosis","P48556"
"multiple sclerosis","P25786"
"multiple sclerosis","Q15008"
"multiple sclerosis","P20618"
"multiple sclerosis","P49721"
"multiple sclerosis","O00487"
"multiple sclerosis","P28223"
"multiple sclerosis","P28335"
"multiple sclerosis","Q99500"
"multiple sclerosis","O95136"
"multiple sclerosis","Q14145"
"multiple sclerosis","P23975"
"multiple sclerosis","P17301"
"multiple sclerosis","P10827"
"multiple sclerosis","Q9NYK1"
"multiple sclerosis","Q9NY46"
"multiple sclerosis","Q99250"
"multiple sclerosis","P35498"
"multiple sclerosis","Q9NR96"
"multiple sclerosis","P31785"
"multiple sclerosis","P41597"
"multiple sclerosis","P23921"
"multiple sclerosis","Q7LG56"
"multiple sclerosis","P15692"
"multiple sclerosis","Q9Y275"
"multiple sclerosis","P51168"
"multiple sclerosis","P42081"
"multiple sclerosis","O95977"
"multiple sclerosis","P12268"
"multiple sclerosis","Q9UBS5"
"multiple sclerosis","Q8TAA3"
"multiple sclerosis","P00918"
"multiple sclerosis","Q9NPF7"
"multiple sclerosis","P29460"
"multiple sclerosis","P29459"
"multiple sclerosis","P23219"
"multiple sclerosis","Q9H228"
"multiple sclerosis","P33681"
"multiple sclerosis","Q14957"
"multiple sclerosis","Q9UI33"
"multiple sclerosis","Q15858"
"multiple sclerosis","Q9NSA2"
"multiple sclerosis","Q01718"
"multiple sclerosis","P01031"
"multiple sclerosis","P18825"
"multiple sclerosis","O75899"
"multiple sclerosis","O60391"
"multiple sclerosis","P48547"
"multiple sclerosis","Q16552"
"multiple sclerosis","Q8TAE7"
"multiple sclerosis","Q9BQ31"
"multiple sclerosis","Q9UIX4"
"multiple sclerosis","Q9UJ96"
"multiple sclerosis","P22748"
"multiple sclerosis","Q16322"
"multiple sclerosis","Q8NCM2"
"obesity","Q14432"
"obesity","P07437"
"obesity","P68371"
"obesity","Q71U36"
"obesity","P68366"
"obesity","Q8NER1"
"obesity","P10275"
"obesity","Q13224"
"obesity","Q05586"
"obesity","P06213"
"obesity","P11473"
"obesity","P41143"
"obesity","P08913"
"obesity","P42261"
"obesity","P48058"
"obesity","O15399"
"obesity","P18505"
"obesity","P47870"
"obesity","P18507"
"obesity","P60880"
"obesity","P37231"
"obesity","P14416"
"obesity","P16066"
"obesity","O76074"
"obesity","P31645"
"obesity","Q13509"
"obesity","Q08499"
"obesity","P07550"
"obesity","Q9Y375"
"obesity","P68363"
"obesity","P18089"
"obesity","P04150"
"obesity","P21554"
"obesity","P35372"
"obesity","Q12879"
"obesity","Q8TCU5"
"obesity","P30968"
"obesity","P35354"
"obesity","Q14654"
"obesity","Q15842"
"obesity","P35499"
"obesity","Q14524"
"obesity","P30874"
"obesity","P41145"
"obesity","P30872"
"obesity","Q96RI1"
"obesity","Q9BQE3"
"obesity","P23415"
"obesity","P14867"
"obesity","P39086"
"obesity","Q13002"
"obesity","P42262"
"obesity","Q9Y5Y9"
"obesity","Q01064"
"obesity","P54750"
"obesity","Q14123"
"obesity","Q9UQD0"
"obesity","O14649"
"obesity","O43924"
"obesity","Q13370"
"obesity","P42263"
"obesity","P27815"
"obesity","P32245"
"obesity","P08588"
"obesity","Q9Y233"
"obesity","Q08493"
"obesity","Q9NPC2"
"obesity","Q07343"
"obesity","O43181"
"obesity","P04035"
"obesity","Q01959"
"obesity","P35346"
"obesity","P29274"
"obesity","P18545"
"obesity","P11511"
"obesity","P48167"
"obesity","P19404"
"obesity","P13945"
"obesity","P03891"
"obesity","P28335"
"obesity","P34995"
"obesity","P30988"
"obesity","P23975"
"obesity","Q13748"
"obesity","P10912"
"obesity","P04350"
"obesity","Q13885"
"obesity","Q9BVA1"
"obesity","P06401"
"obesity","Q9NY46"
"obesity","P02708"
"obesity","Q99250"
"obesity","P35498"
"obesity","P12821"
"obesity","Q9P0J0"
"obesity","P48357"
"obesity","Q9BUF5"
"obesity","Q3ZCM7"
"obesity","P00742"
"obesity","P48169"
"obesity","P27487"
"obesity","P32745"
"obesity","P22303"
"obesity","Q7Z418"
"obesity","O75489"
"obesity","O60658"
"obesity","Q9H4B7"
"obesity","P11230"
"obesity","Q6PEY2"
"obesity","Q07001"
"obesity","Q04844"
"obesity","P00918"
"obesity","P23219"
"obesity","P43304"
"obesity","O96000"
"obesity","P43115"
"obesity","Q16795"
"obesity","P28331"
"obesity","Q13946"
"obesity","Q14957"
"obesity","O95169"
"obesity","O75380"
"obesity","P47871"
"obesity","P43116"
"obesity","Q9UI33"
"obesity","Q15858"
"obesity","P03905"
"obesity","O75306"
"obesity","O00408"
"obesity","O00483"
"obesity","P01008"
"obesity","P43220"
"obesity","Q15761"
"obesity","P31391"
"obesity","Q16602"
"obesity","O60894"
"obesity","P18825"
"obesity","P21964"
"obesity","O60391"
"obesity","P30559"
"obesity","Q16099"
"obesity","P22748"
"obesity","P49821"
"obesity","P56181"
"obesity","O43678"
"obesity","Q9UI09"
"obesity","P51970"
"obesity","O95139"
"obesity","O43674"
"obesity","O95182"
"obesity","O00217"
"obesity","P56556"
"obesity","Q9Y6M9"
"obesity","P03923"
"obesity","O75251"
"obesity","Q16718"
"obesity","O75438"
"obesity","P03886"
"obesity","O95168"
"obesity","P03915"
"Parkinson's disease","Q02779"
"Parkinson's disease","Q8NER1"
"Parkinson's disease","Q13224"
"Parkinson's disease","Q05586"
"Parkinson's disease","P22001"
"Parkinson's disease","P11473"
"Parkinson's disease","P32927"
"Parkinson's disease","P41143"
"Parkinson's disease","P08913"
"Parkinson's disease","P42261"
"Parkinson's disease","P48058"
"Parkinson's disease","Q03721"
"Parkinson's disease","O15399"
"Parkinson's disease","P18505"
"Parkinson's disease","P47870"
"Parkinson's disease","P18507"
"Parkinson's disease","P41594"
"Parkinson's disease","P60880"
"Parkinson's disease","Q99062"
"Parkinson's disease","P37231"
"Parkinson's disease","P08235"
"Parkinson's disease","P14416"
"Parkinson's disease","P08908"
"Parkinson's disease","P21918"
"Parkinson's disease","O76074"
"Parkinson's disease","P35367"
"Parkinson's disease","P00519"
"Parkinson's disease","P11229"
"Parkinson's disease","Q13936"
"Parkinson's disease","Q00975"
"Parkinson's disease","Q09470"
"Parkinson's disease","P03372"
"Parkinson's disease","P07550"
"Parkinson's disease","Q12809"
"Parkinson's disease","P48039"
"Parkinson's disease","P30542"
"Parkinson's disease","P18089"
"Parkinson's disease","Q13698"
"Parkinson's disease","P04150"
"Parkinson's disease","P21554"
"Parkinson's disease","P35372"
"Parkinson's disease","Q12879"
"Parkinson's disease","Q8TCU5"
"Parkinson's disease","P20309"
"Parkinson's disease","P19793"
"Parkinson's disease","P28702"
"Parkinson's disease","P48443"
"Parkinson's disease","P22460"
"Parkinson's disease","Q9NZV8"
"Parkinson's disease","P08172"
"Parkinson's disease","P35348"
"Parkinson's disease","P35499"
"Parkinson's disease","Q14524"
"Parkinson's disease","P41145"
"Parkinson's disease","P21728"
"Parkinson's disease","P35462"
"Parkinson's disease","Q9UK17"
"Parkinson's disease","O43525"
"Parkinson's disease","O43526"
"Parkinson's disease","Q96RI1"
"Parkinson's disease","P14867"
"Parkinson's disease","P42262"
"Parkinson's disease","P35368"
"Parkinson's disease","Q9Y5Y9"
"Parkinson's disease","Q12852"
"Parkinson's disease","P51787"
"Parkinson's disease","Q92731"
"Parkinson's disease","Q9UQD0"
"Parkinson's disease","O95259"
"Parkinson's disease","P16389"
"Parkinson's disease","P15509"
"Parkinson's disease","P42263"
"Parkinson's disease","P22459"
"Parkinson's disease","P08588"
"Parkinson's disease","P04035"
"Parkinson's disease","P56696"
"Parkinson's disease","Q01959"
"Parkinson's disease","P29274"
"Parkinson's disease","Q14721"
"Parkinson's disease","P13945"
"Parkinson's disease","P21917"
"Parkinson's disease","Q9NR82"
"Parkinson's disease","P28223"
"Parkinson's disease","P28335"
"Parkinson's disease","P23975"
"Parkinson's disease","Q7L0J3"
"Parkinson's disease","Q16584"
"Parkinson's disease","Q9NY46"
"Parkinson's disease","Q99250"
"Parkinson's disease","P35498"
"Parkinson's disease","O43283"
"Parkinson's disease","P48169"
"Parkinson's disease","P22303"
"Parkinson's disease","P80192"
"Parkinson's disease","Q01668"
"Parkinson's disease","Q9UBS5"
"Parkinson's disease","P20711"
"Parkinson's disease","P49286"
"Parkinson's disease","P43681"
"Parkinson's disease","Q14957"
"Parkinson's disease","Q9UI33"
"Parkinson's disease","Q15858"
"Parkinson's disease","Q9NSA2"
"Parkinson's disease","P43220"
"Parkinson's disease","P18825"
"Parkinson's disease","P21964"
"Parkinson's disease","O75899"
"Parkinson's disease","O60391"
"Parkinson's disease","P48547"
"Parkinson's disease","Q8TAE7"
"Parkinson's disease","Q9BQ31"
"Parkinson's disease","Q9UIX4"
"Parkinson's disease","Q9UJ96"
"Parkinson's disease","Q16322"
"Parkinson's disease","Q8NCM2"
"Parkinson's disease","P06276"
"Parkinson's disease","P17787"
"psoriasis","P17252"
"psoriasis","Q13233"
"psoriasis","P00374"
"psoriasis","Q8NER1"
"psoriasis","P05771"
"psoriasis","P05129"
"psoriasis","P07949"
"psoriasis","Q02156"
"psoriasis","Q16620"
"psoriasis","P00533"
"psoriasis","Q15139"
"psoriasis","P05107"
"psoriasis","P10721"
"psoriasis","P11473"
"psoriasis","P01589"
"psoriasis","P48551"
"psoriasis","P18505"
"psoriasis","P47870"
"psoriasis","P18507"
"psoriasis","P60880"
"psoriasis","O60674"
"psoriasis","P09619"
"psoriasis","P14416"
"psoriasis","Q05655"
"psoriasis","P31645"
"psoriasis","Q04759"
"psoriasis","Q05513"
"psoriasis","P41743"
"psoriasis","P16109"
"psoriasis","P22607"
"psoriasis","P23458"
"psoriasis","P29597"
"psoriasis","Q08499"
"psoriasis","Q16539"
"psoriasis","P25025"
"psoriasis","P25024"
"psoriasis","P04150"
"psoriasis","P04629"
"psoriasis","P16234"
"psoriasis","P21453"
"psoriasis","P17181"
"psoriasis","P01375"
"psoriasis","P14784"
"psoriasis","P19793"
"psoriasis","P10276"
"psoriasis","P28702"
"psoriasis","P48443"
"psoriasis","P24723"
"psoriasis","P01583"
"psoriasis","Q02750"
"psoriasis","P06756"
"psoriasis","P14151"
"psoriasis","O94806"
"psoriasis","P14867"
"psoriasis","P06729"
"psoriasis","P27815"
"psoriasis","Q08493"
"psoriasis","Q07343"
"psoriasis","P04035"
"psoriasis","Q01959"
"psoriasis","P52333"
"psoriasis","P07766"
"psoriasis","P05106"
"psoriasis","Q99500"
"psoriasis","O95136"
"psoriasis","Q14145"
"psoriasis","P23975"
"psoriasis","Q16288"
"psoriasis","P03956"
"psoriasis","P16581"
"psoriasis","P10826"
"psoriasis","P13631"
"psoriasis","P62937"
"psoriasis","P31785"
"psoriasis","P48169"
"psoriasis","P36888"
"psoriasis","P27487"
"psoriasis","P22894"
"psoriasis","P42081"
"psoriasis","O95977"
"psoriasis","P09237"
"psoriasis","P20701"
"psoriasis","P45452"
"psoriasis","Q9NPF7"
"psoriasis","P29460"
"psoriasis","P29459"
"psoriasis","Q96F46"
"psoriasis","Q9H228"
"psoriasis","P33681"
"psoriasis","Q9H3N8"
"psoriasis","Q16552"
"rheumatoid arthritis","Q14432"
"rheumatoid arthritis","P62942"
"rheumatoid arthritis","P00374"
"rheumatoid arthritis","Q06187"
"rheumatoid arthritis","P10721"
"rheumatoid arthritis","P48736"
"rheumatoid arthritis","P26010"
"rheumatoid arthritis","P37231"
"rheumatoid arthritis","O60674"
"rheumatoid arthritis","P07333"
"rheumatoid arthritis","P09619"
"rheumatoid arthritis","O76074"
"rheumatoid arthritis","P31645"
"rheumatoid arthritis","P22607"
"rheumatoid arthritis","P23458"
"rheumatoid arthritis","P05556"
"rheumatoid arthritis","P29597"
"rheumatoid arthritis","O00329"
"rheumatoid arthritis","Q08499"
"rheumatoid arthritis","Q16539"
"rheumatoid arthritis","P51681"
"rheumatoid arthritis","P04150"
"rheumatoid arthritis","P05023"
"rheumatoid arthritis","P54710"
"rheumatoid arthritis","P30968"
"rheumatoid arthritis","P35354"
"rheumatoid arthritis","P16234"
"rheumatoid arthritis","P01375"
"rheumatoid arthritis","Q03431"
"rheumatoid arthritis","P01584"
"rheumatoid arthritis","P14324"
"rheumatoid arthritis","P43405"
"rheumatoid arthritis","P06756"
"rheumatoid arthritis","P05026"
"rheumatoid arthritis","P01730"
"rheumatoid arthritis","Q01064"
"rheumatoid arthritis","P54750"
"rheumatoid arthritis","Q14123"
"rheumatoid arthritis","O43924"
"rheumatoid arthritis","Q13370"
"rheumatoid arthritis","P11836"
"rheumatoid arthritis","P27815"
"rheumatoid arthritis","Q8IW41"
"rheumatoid arthritis","P13612"
"rheumatoid arthritis","Q9Y233"
"rheumatoid arthritis","Q08493"
"rheumatoid arthritis","Q07343"
"rheumatoid arthritis","P09917"
"rheumatoid arthritis","P04035"
"rheumatoid arthritis","P52333"
"rheumatoid arthritis","P07766"
"rheumatoid arthritis","P08887"
"rheumatoid arthritis","P18545"
"rheumatoid arthritis","P05106"
"rheumatoid arthritis","P23975"
"rheumatoid arthritis","P03956"
"rheumatoid arthritis","P14778"
"rheumatoid arthritis","O14788"
"rheumatoid arthritis","Q06643"
"rheumatoid arthritis","P01374"
"rheumatoid arthritis","Q99808"
"rheumatoid arthritis","P32246"
"rheumatoid arthritis","Q9Y275"
"rheumatoid arthritis","P36888"
"rheumatoid arthritis","P22894"
"rheumatoid arthritis","P05231"
"rheumatoid arthritis","P42081"
"rheumatoid arthritis","O60658"
"rheumatoid arthritis","P09237"
"rheumatoid arthritis","P45452"
"rheumatoid arthritis","P23219"
"rheumatoid arthritis","Q99572"
"rheumatoid arthritis","Q96F46"
"rheumatoid arthritis","P33681"
"rheumatoid arthritis","Q13946"
"rheumatoid arthritis","O00408"
"rheumatoid arthritis","Q9H3N8"
"rheumatoid arthritis","Q01718"
"rheumatoid arthritis","Q16552"
"rheumatoid arthritis","P14415"
"schizophrenia","P07437"
"schizophrenia","P68371"
"schizophrenia","Q71U36"
"schizophrenia","P68366"
"schizophrenia","Q13224"
"schizophrenia","Q05586"
"schizophrenia","P06213"
"schizophrenia","P41143"
"schizophrenia","P08913"
"schizophrenia","P42261"
"schizophrenia","P48058"
"schizophrenia","O15399"
"schizophrenia","P37231"
"schizophrenia","P14416"
"schizophrenia","P08908"
"schizophrenia","P21918"
"schizophrenia","P31645"
"schizophrenia","Q13509"
"schizophrenia","Q13936"
"schizophrenia","P54284"
"schizophrenia","Q08499"
"schizophrenia","O00555"
"schizophrenia","Q00975"
"schizophrenia","O95180"
"schizophrenia","Q9Y375"
"schizophrenia","P68363"
"schizophrenia","P18089"
"schizophrenia","Q13698"
"schizophrenia","P21554"
"schizophrenia","P35372"
"schizophrenia","Q12879"
"schizophrenia","Q8TCU5"
"schizophrenia","P35354"
"schizophrenia","P21453"
"schizophrenia","Q05940"
"schizophrenia","P19793"
"schizophrenia","P28702"
"schizophrenia","P48443"
"schizophrenia","P35499"
"schizophrenia","Q14524"
"schizophrenia","P41145"
"schizophrenia","P21728"
"schizophrenia","P35462"
"schizophrenia","Q9BQE3"
"schizophrenia","P42262"
"schizophrenia","P48067"
"schizophrenia","Q9Y5Y9"
"schizophrenia","Q92731"
"schizophrenia","Q9UQD0"
"schizophrenia","P42263"
"schizophrenia","P27815"
"schizophrenia","Q08289"
"schizophrenia","Q08493"
"schizophrenia","Q07343"
"schizophrenia","O43181"
"schizophrenia","Q9Y698"
"schizophrenia","Q01959"
"schizophrenia","P08887"
"schizophrenia","P36544"
"schizophrenia","P19404"
"schizophrenia","Q02153"
"schizophrenia","P21917"
"schizophrenia","P03891"
"schizophrenia","P28223"
"schizophrenia","P28335"
"schizophrenia","Q99500"
"schizophrenia","O95136"
"schizophrenia","P41595"
"schizophrenia","P50406"
"schizophrenia","P23975"
"schizophrenia","Q13748"
"schizophrenia","Q15878"
"schizophrenia","P04350"
"schizophrenia","Q13885"
"schizophrenia","Q9BVA1"
"schizophrenia","Q9NY46"
"schizophrenia","Q99250"
"schizophrenia","P35498"
"schizophrenia","Q9P0J0"
"schizophrenia","Q9BUF5"
"schizophrenia","Q3ZCM7"
"schizophrenia","P27487"
"schizophrenia","Q02641"
"schizophrenia","P22303"
"schizophrenia","P05231"
"schizophrenia","O75489"
"schizophrenia","O95977"
"schizophrenia","P30531"
"schizophrenia","Q01668"
"schizophrenia","Q9H4B7"
"schizophrenia","Q14832"
"schizophrenia","Q9UBS5"
"schizophrenia","Q6PEY2"
"schizophrenia","P51649"
"schizophrenia","P43304"
"schizophrenia","O96000"
"schizophrenia","Q9H228"
"schizophrenia","Q16795"
"schizophrenia","P28331"
"schizophrenia","P43681"
"schizophrenia","P33402"
"schizophrenia","Q14957"
"schizophrenia","O95169"
"schizophrenia","O75380"
"schizophrenia","Q9UI33"
"schizophrenia","Q15858"
"schizophrenia","P03905"
"schizophrenia","O75306"
"schizophrenia","Q9P0X4"
"schizophrenia","O00305"
"schizophrenia","O00483"
"schizophrenia","P18825"
"schizophrenia","O75899"
"schizophrenia","O60391"
"schizophrenia","Q14416"
"schizophrenia","P30559"
"schizophrenia","P29371"
"schizophrenia","P49821"
"schizophrenia","P56181"
"schizophrenia","Q02108"
"schizophrenia","O43678"
"schizophrenia","Q9UI09"
"schizophrenia","P51970"
"schizophrenia","O95139"
"schizophrenia","O43674"
"schizophrenia","O95182"
"schizophrenia","O00217"
"schizophrenia","P56556"
"schizophrenia","Q9Y6M9"
"schizophrenia","P03923"
"schizophrenia","O75251"
"schizophrenia","Q16718"
"schizophrenia","O75438"
"schizophrenia","P03886"
"schizophrenia","O95168"
"schizophrenia","P03915"
"schizophrenia","P17787"
"stroke","P49840"
"stroke","Q13224"
"stroke","Q05586"
"stroke","P49841"
"stroke","P22001"
"stroke","P08913"
"stroke","Q03721"
"stroke","O15399"
"stroke","P18505"
"stroke","P47870"
"stroke","P18507"
"stroke","P60880"
"stroke","P37231"
"stroke","P08235"
"stroke","P08908"
"stroke","O76074"
"stroke","P35367"
"stroke","P31645"
"stroke","Q13936"
"stroke","Q00975"
"stroke","Q09470"
"stroke","P07550"
"stroke","Q12809"
"stroke","P25116"
"stroke","P18089"
"stroke","Q9H244"
"stroke","Q13698"
"stroke","Q12879"
"stroke","Q8TCU5"
"stroke","P35354"
"stroke","P21453"
"stroke","Q05940"
"stroke","P22460"
"stroke","Q9NZV8"
"stroke","P47989"
"stroke","P02751"
"stroke","P02458"
"stroke","Q01955"
"stroke","P35348"
"stroke","P35499"
"stroke","Q14524"
"stroke","P35462"
"stroke","P30556"
"stroke","Q9UK17"
"stroke","O43525"
"stroke","O43526"
"stroke","P14867"
"stroke","P35368"
"stroke","Q9Y5Y9"
"stroke","P00747"
"stroke","P51787"
"stroke","Q9UQD0"
"stroke","O95259"
"stroke","P29218"
"stroke","P16389"
"stroke","P22459"
"stroke","P08588"
"stroke","P04035"
"stroke","P56696"
"stroke","Q01959"
"stroke","Q14721"
"stroke","Q02153"
"stroke","P13945"
"stroke","Q9NR82"
"stroke","Q99500"
"stroke","O95136"
"stroke","P23975"
"stroke","P20916"
"stroke","Q7L0J3"
"stroke","P02452"
"stroke","P08123"
"stroke","P25391"
"stroke","P13942"
"stroke","Q9NY46"
"stroke","Q99250"
"stroke","P35498"
"stroke","P12821"
"stroke","P00734"
"stroke","P00742"
"stroke","P48169"
"stroke","P39060"
"stroke","P22303"
"stroke","O95977"
"stroke","Q01668"
"stroke","P02462"
"stroke","P20908"
"stroke","P08572"
"stroke","Q14031"
"stroke","P53420"
"stroke","P29400"
"stroke","P12110"
"stroke","P23219"
"stroke","P11047"
"stroke","P05997"
"stroke","P02461"
"stroke","P12107"
"stroke","Q9H228"
"stroke","P12111"
"stroke","P07942"
"stroke","P12109"
"stroke","P33402"
"stroke","Q14957"
"stroke","Q9UI33"
"stroke","Q15858"
"stroke","Q9NSA2"
"stroke","P24043"
"stroke","P01008"
"stroke","Q16787"
"stroke","P43220"
"stroke","O15230"
"stroke","P18825"
"stroke","O60391"
"stroke","P48547"
"stroke","Q16363"
"stroke","Q8TAE7"
"stroke","Q9BQ31"
"stroke","Q9UIX4"
"stroke","Q9UJ96"
"stroke","Q02108"
"stroke","Q13751"
"stroke","Q16322"
"stroke","Q8NCM2"
"stroke","Q13753"
"systemic lupus erythematosus","P07437"
"systemic lupus erythematosus","P68371"
"systemic lupus erythematosus","Q71U36"
"systemic lupus erythematosus","P68366"
"systemic lupus erythematosus","P62942"
"systemic lupus erythematosus","Q06187"
"systemic lupus erythematosus","P11473"
"systemic lupus erythematosus","P37231"
"systemic lupus erythematosus","O60674"
